Tempo(s)	Deformação(mm)	Força(N)
0.98333 	0.088498 	16.891 
1.0000 	0.090173 	16.891 
1.0167 	0.091848 	17.566 
1.0333 	0.093523 	17.566 
1.0500 	0.095198 	17.566 
1.0667 	0.096873 	17.566 
1.0833 	0.098548 	17.566 
1.1000 	0.10013 	17.566 
1.1167 	0.10190 	17.566 
1.1333 	0.10348 	17.566 
1.1500 	0.10516 	17.566 
1.1667 	0.10683 	17.566 
1.1833 	0.10851 	18.242 
1.2000 	0.11018 	18.242 
1.2167 	0.11186 	18.242 
1.2333 	0.11353 	18.242 
1.2500 	0.11521 	18.242 
1.2667 	0.11688 	18.242 
1.2833 	0.11856 	18.242 
1.3000 	0.12014 	18.242 
1.3167 	0.12191 	18.242 
1.3333 	0.12358 	18.242 
1.3500 	0.12516 	18.242 
1.3667 	0.12684 	18.242 
1.3833 	0.12851 	18.918 
1.4000 	0.13019 	18.242 
1.4167 	0.13186 	18.918 
1.4333 	0.13354 	18.918 
1.4500 	0.13512 	18.918 
1.4667 	0.13689 	18.918 
1.4833 	0.13856 	18.918 
1.5000 	0.14015 	18.918 
1.5167 	0.14182 	18.918 
1.5333 	0.14350 	18.918 
1.5500 	0.14517 	18.918 
1.5667 	0.14685 	18.242 
1.5833 	0.14852 	18.918 
1.6000 	0.15020 	18.918 
1.6167 	0.15187 	18.918 
1.6333 	0.15355 	18.918 
1.6500 	0.15522 	18.918 
1.6667 	0.15690 	18.918 
1.6833 	0.15857 	18.918 
1.7000 	0.16015 	18.918 
1.7167 	0.16183 	18.918 
1.7333 	0.16360 	18.918 
1.7500 	0.16518 	18.918 
1.7667 	0.16685 	18.918 
1.7833 	0.16853 	18.918 
1.8000 	0.17020 	18.918 
1.8167 	0.17188 	18.918 
1.8333 	0.17355 	18.918 
1.8500 	0.17523 	18.918 
1.8667 	0.17681 	18.918 
1.8833 	0.17849 	18.918 
1.9000 	0.18016 	18.918 
1.9167 	0.18184 	18.918 
1.9333 	0.18351 	18.918 
1.9500 	0.18519 	18.918 
1.9667 	0.18686 	18.918 
1.9833 	0.18854 	18.918 
2.0000 	0.19021 	18.918 
2.0167 	0.19189 	18.918 
2.0333 	0.19347 	18.918 
2.0500 	0.19514 	18.918 
2.0667 	0.19682 	18.918 
2.0833 	0.19849 	18.918 
2.1000 	0.20017 	18.918 
2.1167 	0.20184 	18.918 
2.1333 	0.20352 	18.918 
2.1500 	0.20519 	18.918 
2.1667 	0.20687 	18.918 
2.1833 	0.20854 	18.918 
2.2000 	0.21022 	18.918 
2.2167 	0.21180 	18.918 
2.2333 	0.21348 	18.918 
2.2500 	0.21524 	18.918 
2.2833 	0.21850 	18.918 
2.3000 	0.22018 	18.918 
2.3167 	0.22185 	18.918 
2.3333 	0.22353 	18.918 
2.3500 	0.22520 	19.593 
2.3667 	0.22688 	18.918 
2.4000 	0.23023 	18.918 
2.4333 	0.23348 	18.918 
2.4667 	0.23683 	18.918 
2.5000 	0.24018 	18.918 
2.5333 	0.24344 	18.918 
2.5667 	0.24688 	18.918 
2.6000 	0.25014 	18.918 
2.6333 	0.25349 	18.918 
2.6667 	0.25684 	18.918 
2.7000 	0.26019 	18.918 
2.7333 	0.26354 	18.918 
2.7667 	0.26689 	18.918 
2.8000 	0.27015 	18.918 
2.8333 	0.27350 	18.918 
2.8667 	0.27685 	18.918 
2.9000 	0.28020 	18.918 
2.9333 	0.28345 	18.918 
2.9667 	0.28680 	18.918 
3.0000 	0.29015 	18.918 
3.0333 	0.29350 	18.918 
3.0667 	0.29686 	18.918 
3.1000 	0.30021 	18.918 
3.1333 	0.30356 	18.918 
3.1667 	0.30681 	18.918 
3.2000 	0.31016 	18.918 
3.2333 	0.31351 	18.918 
3.2667 	0.31686 	18.918 
3.3000 	0.32012 	18.918 
3.3333 	0.32356 	19.593 
3.3667 	0.32682 	19.593 
3.4000 	0.33017 	19.593 
3.4333 	0.33352 	19.593 
3.4667 	0.33678 	19.593 
3.5000 	0.34022 	19.593 
3.5333 	0.34357 	19.593 
3.5667 	0.34683 	19.593 
3.6000 	0.35018 	20.269 
3.6333 	0.35353 	20.269 
3.6667 	0.35688 	20.269 
3.7000 	0.36023 	20.269 
3.7333 	0.36348 	20.269 
3.7667 	0.36683 	20.269 
3.8000 	0.37018 	20.945 
3.8333 	0.37344 	20.269 
3.8667 	0.37679 	20.945 
3.9000 	0.38014 	20.945 
3.9333 	0.38349 	20.945 
3.9667 	0.38684 	20.945 
4.0000 	0.39019 	21.620 
4.0333 	0.39345 	20.945 
4.0667 	0.39689 	21.620 
4.1000 	0.40015 	21.620 
4.1333 	0.40350 	21.620 
4.1667 	0.40685 	22.296 
4.2000 	0.41020 	21.620 
4.2333 	0.41346 	21.620 
4.2667 	0.41690 	21.620 
4.3000 	0.42016 	21.620 
4.3333 	0.42351 	21.620 
4.3667 	0.42686 	21.620 
4.4000 	0.43011 	22.296 
4.4333 	0.43346 	22.296 
4.4667 	0.43681 	22.296 
4.5000 	0.44016 	22.296 
4.5333 	0.44351 	22.296 
4.5833 	0.44854 	22.296 
4.6333 	0.45356 	22.296 
4.6833 	0.45850 	22.296 
4.7333 	0.46352 	22.296 
4.7833 	0.46855 	22.296 
4.8333 	0.47357 	22.296 
4.8833 	0.47850 	22.296 
4.9333 	0.48353 	22.296 
4.9833 	0.48855 	22.296 
5.0333 	0.49358 	22.971 
5.0833 	0.49851 	22.296 
5.1333 	0.50354 	22.296 
5.1833 	0.50847 	22.296 
5.2333 	0.51349 	22.971 
5.2833 	0.51852 	22.296 
5.3333 	0.52345 	22.971 
5.3833 	0.52857 	22.971 
5.4333 	0.53350 	22.971 
5.4833 	0.53853 	22.971 
5.5333 	0.54355 	22.971 
5.5833 	0.54848 	22.296 
5.6333 	0.55351 	22.296 
5.6833 	0.55853 	22.296 
5.7333 	0.56347 	22.296 
5.7833 	0.56849 	22.971 
5.8333 	0.57352 	22.296 
5.8833 	0.57854 	22.971 
5.9333 	0.58347 	22.971 
5.9833 	0.58850 	22.296 
6.0333 	0.59352 	22.296 
6.0833 	0.59855 	22.971 
6.1333 	0.60348 	22.971 
6.1833 	0.60851 	22.296 
6.2333 	0.61353 	22.971 
6.2833 	0.61856 	22.971 
6.3333 	0.62349 	22.971 
6.3833 	0.62851 	22.971 
6.4333 	0.63354 	22.296 
6.4833 	0.63847 	22.971 
6.5333 	0.64350 	22.971 
6.5833 	0.64852 	22.971 
6.6333 	0.65355 	22.296 
6.7000 	0.66015 	22.296 
6.7667 	0.66685 	22.296 
6.8333 	0.67346 	22.971 
6.9000 	0.68025 	22.971 
6.9667 	0.68686 	22.296 
7.0333 	0.69347 	22.971 
7.1000 	0.70017 	22.971 
7.1667 	0.70687 	22.971 
7.2333 	0.71357 	22.296 
7.3000 	0.72018 	22.296 
7.3667 	0.72688 	22.971 
7.4333 	0.73348 	22.971 
7.5000 	0.74018 	22.971 
7.5667 	0.74679 	22.971 
7.6333 	0.75349 	22.296 
7.7000 	0.76019 	22.971 
7.7667 	0.76680 	22.971 
7.8333 	0.77359 	22.971 
7.9000 	0.78020 	23.647 
7.9667 	0.78681 	24.323 
8.0333 	0.79351 	24.998 
8.1000 	0.80021 	24.998 
8.1667 	0.80681 	25.674 
8.2333 	0.81351 	26.350 
8.3000 	0.82021 	27.025 
8.3667 	0.82682 	28.376 
8.4333 	0.83352 	28.376 
8.5000 	0.84013 	29.728 
8.5667 	0.84683 	30.403 
8.6333 	0.85353 	31.079 
8.7000 	0.86014 	31.755 
8.7667 	0.86684 	32.430 
8.8333 	0.87354 	33.106 
8.9167 	0.88182 	34.457 
9.0000 	0.89019 	35.808 
9.0833 	0.89857 	36.484 
9.1667 	0.90685 	37.835 
9.2500 	0.91523 	38.511 
9.3333 	0.92351 	39.187 
9.4167 	0.93179 	40.538 
9.5000 	0.94016 	41.213 
9.5833 	0.94854 	42.565 
9.6667 	0.95682 	43.240 
9.7500 	0.96520 	44.592 
9.8333 	0.97348 	45.267 
9.9167 	0.98185 	46.618 
10.000 	0.99014 	47.294 
10.083 	0.99851 	48.645 
10.167 	1.0069 	49.997 
10.250 	1.0152 	50.672 
10.333 	1.0235 	52.023 
10.417 	1.0318 	53.375 
10.500 	1.0401 	54.050 
10.583 	1.0485 	55.402 
10.667 	1.0569 	56.753 
10.750 	1.0651 	57.429 
10.833 	1.0735 	58.780 
10.933 	1.0836 	60.131 
11.033 	1.0935 	60.807 
11.133 	1.1035 	62.158 
11.233 	1.1134 	63.509 
11.333 	1.1235 	64.860 
11.433 	1.1334 	65.536 
11.533 	1.1435 	66.887 
11.633 	1.1535 	68.914 
11.733 	1.1635 	69.590 
11.833 	1.1735 	71.617 
11.933 	1.1835 	72.968 
12.033 	1.1936 	73.644 
12.133 	1.2035 	75.671 
12.233 	1.2135 	77.022 
12.333 	1.2235 	78.373 
12.433 	1.2336 	79.724 
12.533 	1.2435 	81.076 
12.633 	1.2535 	82.427 
12.733 	1.2634 	83.778 
12.833 	1.2735 	85.805 
12.933 	1.2835 	86.481 
13.033 	1.2935 	88.508 
13.150 	1.3051 	90.534 
13.267 	1.3169 	91.886 
13.383 	1.3285 	93.913 
13.500 	1.3401 	95.264 
13.617 	1.3519 	97.291 
13.733 	1.3635 	99.318 
13.850 	1.3752 	101.34 
13.967 	1.3868 	102.70 
14.067 	1.3968 	105.40 
14.183 	1.4085 	106.75 
14.300 	1.4202 	108.78 
14.417 	1.4319 	110.80 
14.533 	1.4435 	112.83 
14.650 	1.4551 	115.53 
14.767 	1.4669 	117.56 
14.883 	1.4785 	119.59 
15.000 	1.4901 	121.61 
15.117 	1.5019 	124.32 
15.250 	1.5152 	126.34 
15.367 	1.5268 	129.05 
15.500 	1.5402 	131.75 
15.633 	1.5535 	133.77 
15.750 	1.5652 	136.48 
15.883 	1.5784 	138.50 
15.983 	1.5885 	141.21 
16.117 	1.6018 	143.91 
16.250 	1.6152 	145.94 
16.367 	1.6268 	148.64 
16.500 	1.6401 	150.67 
16.600 	1.6502 	153.37 
16.733 	1.6635 	155.39 
16.850 	1.6751 	158.10 
16.983 	1.6885 	160.80 
17.100 	1.7002 	163.50 
17.217 	1.7118 	166.20 
17.350 	1.7252 	168.23 
17.467 	1.7368 	170.93 
17.583 	1.7485 	173.64 
17.700 	1.7602 	176.34 
17.850 	1.7752 	179.04 
17.933 	1.7835 	181.74 
18.083 	1.7985 	184.45 
18.217 	1.8118 	187.15 
18.350 	1.8251 	189.85 
18.467 	1.8369 	192.55 
18.600 	1.8502 	195.26 
18.717 	1.8618 	197.96 
18.833 	1.8734 	200.66 
18.950 	1.8853 	203.36 
19.083 	1.8985 	206.07 
19.183 	1.9085 	208.77 
19.317 	1.9218 	211.47 
19.417 	1.9319 	214.17 
19.550 	1.9452 	216.88 
19.667 	1.9568 	219.58 
19.800 	1.9701 	222.28 
19.917 	1.9819 	224.98 
20.033 	1.9935 	227.69 
20.150 	2.0051 	230.39 
20.267 	2.0168 	233.09 
20.383 	2.0285 	235.79 
20.517 	2.0418 	238.50 
20.633 	2.0535 	241.20 
20.733 	2.0635 	243.90 
20.867 	2.0769 	246.60 
20.967 	2.0868 	249.31 
21.083 	2.0985 	252.01 
21.200 	2.1102 	254.71 
21.317 	2.1219 	257.41 
21.433 	2.1335 	260.12 
21.550 	2.1452 	262.82 
21.667 	2.1568 	265.52 
21.800 	2.1702 	268.90 
21.933 	2.1835 	271.60 
22.050 	2.1951 	274.31 
22.167 	2.2069 	277.01 
22.283 	2.2185 	279.71 
22.400 	2.2301 	282.41 
22.500 	2.2402 	285.12 
22.617 	2.2518 	287.82 
22.717 	2.2619 	290.52 
22.850 	2.2752 	293.90 
22.983 	2.2885 	296.60 
23.083 	2.2985 	299.30 
23.200 	2.3102 	302.01 
23.300 	2.3202 	304.71 
23.400 	2.3302 	307.41 
23.500 	2.3402 	310.11 
23.617 	2.3519 	312.82 
23.717 	2.3618 	315.52 
23.817 	2.3719 	318.22 
23.933 	2.3835 	320.92 
24.033 	2.3935 	323.63 
24.133 	2.4036 	326.33 
24.233 	2.4136 	329.03 
24.367 	2.4269 	331.73 
24.467 	2.4368 	334.44 
24.567 	2.4469 	337.14 
24.683 	2.4585 	339.84 
24.783 	2.4685 	342.54 
24.900 	2.4802 	345.25 
25.000 	2.4902 	347.95 
25.100 	2.5002 	350.65 
25.183 	2.5085 	353.35 
25.300 	2.5202 	356.06 
25.400 	2.5302 	358.76 
25.483 	2.5385 	361.46 
25.583 	2.5485 	364.16 
25.683 	2.5585 	366.87 
25.767 	2.5668 	369.57 
25.883 	2.5785 	372.27 
25.983 	2.5886 	374.97 
26.083 	2.5986 	377.68 
26.183 	2.6085 	380.38 
26.283 	2.6185 	383.08 
26.367 	2.6268 	385.78 
26.467 	2.6369 	388.49 
26.567 	2.6468 	391.19 
26.667 	2.6568 	393.89 
26.750 	2.6652 	396.59 
26.850 	2.6751 	399.30 
26.950 	2.6852 	402.00 
27.050 	2.6951 	404.70 
27.150 	2.7052 	407.40 
27.233 	2.7135 	410.11 
27.317 	2.7219 	412.81 
27.417 	2.7318 	415.51 
27.500 	2.7402 	418.21 
27.600 	2.7501 	420.92 
27.683 	2.7585 	423.62 
27.800 	2.7702 	426.32 
27.883 	2.7785 	429.02 
27.967 	2.7868 	431.73 
28.067 	2.7969 	434.43 
28.150 	2.8051 	437.13 
28.233 	2.8135 	439.84 
28.333 	2.8235 	442.54 
28.433 	2.8334 	445.24 
28.517 	2.8419 	447.94 
28.600 	2.8502 	450.65 
28.683 	2.8585 	453.35 
28.800 	2.8702 	456.05 
28.867 	2.8769 	458.75 
28.983 	2.8885 	461.46 
29.067 	2.8968 	464.16 
29.150 	2.9052 	466.86 
29.233 	2.9136 	469.56 
29.333 	2.9235 	472.27 
29.417 	2.9319 	474.97 
29.517 	2.9418 	477.67 
29.617 	2.9519 	480.37 
29.700 	2.9602 	483.08 
29.783 	2.9686 	485.78 
29.867 	2.9768 	488.48 
29.967 	2.9869 	491.18 
30.050 	2.9952 	493.89 
30.133 	3.0035 	496.59 
30.217 	3.0118 	499.29 
30.317 	3.0219 	501.99 
30.417 	3.0318 	504.70 
30.500 	3.0402 	507.40 
30.583 	3.0486 	510.10 
30.667 	3.0569 	512.80 
30.750 	3.0651 	515.51 
30.850 	3.0752 	518.21 
30.933 	3.0835 	520.91 
31.050 	3.0952 	524.96 
31.200 	3.1102 	529.02 
31.317 	3.1218 	533.07 
31.467 	3.1369 	537.13 
31.600 	3.1502 	541.18 
31.733 	3.1635 	545.23 
31.867 	3.1768 	549.29 
31.983 	3.1885 	553.34 
32.117 	3.2018 	557.39 
32.250 	3.2152 	561.45 
32.383 	3.2285 	565.50 
32.500 	3.2402 	569.56 
32.617 	3.2518 	573.61 
32.767 	3.2668 	577.66 
32.883 	3.2785 	581.72 
33.017 	3.2918 	585.77 
33.150 	3.3051 	589.82 
33.283 	3.3185 	593.88 
33.417 	3.3318 	597.93 
33.550 	3.3452 	601.99 
33.700 	3.3601 	606.72 
33.850 	3.3752 	610.77 
33.967 	3.3868 	614.82 
34.117 	3.4018 	618.88 
34.250 	3.4152 	622.93 
34.367 	3.4269 	626.98 
34.517 	3.4418 	631.04 
34.650 	3.4552 	635.09 
34.783 	3.4686 	639.15 
34.917 	3.4819 	643.20 
35.050 	3.4952 	647.25 
35.200 	3.5102 	651.31 
35.333 	3.5235 	655.36 
35.467 	3.5369 	659.41 
35.600 	3.5502 	663.47 
35.733 	3.5635 	667.52 
35.867 	3.5769 	671.58 
36.017 	3.5919 	676.31 
36.167 	3.6068 	680.36 
36.317 	3.6218 	684.41 
36.450 	3.6351 	688.47 
36.600 	3.6502 	692.52 
36.783 	3.6685 	697.93 
36.983 	3.6885 	703.33 
37.167 	3.7069 	708.74 
37.350 	3.7252 	714.14 
37.550 	3.7452 	719.55 
37.733 	3.7635 	724.95 
37.950 	3.7851 	730.36 
38.133 	3.8036 	735.76 
38.333 	3.8236 	741.17 
38.517 	3.8418 	746.57 
38.733 	3.8635 	752.65 
38.950 	3.8853 	758.06 
39.150 	3.9052 	763.46 
39.367 	3.9269 	768.87 
39.567 	3.9469 	774.27 
39.767 	3.9668 	779.68 
39.983 	3.9885 	785.08 
40.200 	4.0101 	790.49 
40.417 	4.0318 	795.89 
40.633 	4.0535 	801.30 
40.867 	4.0769 	806.70 
41.100 	4.1001 	812.11 
41.317 	4.1218 	817.51 
41.567 	4.1469 	822.92 
41.800 	4.1702 	828.32 
42.033 	4.1935 	833.73 
42.283 	4.2185 	839.13 
42.517 	4.2419 	844.54 
42.783 	4.2686 	849.94 
43.033 	4.2935 	855.35 
43.283 	4.3185 	860.75 
43.550 	4.3452 	866.16 
43.883 	4.3785 	872.91 
44.233 	4.4136 	878.99 
44.583 	4.4485 	885.75 
44.933 	4.4834 	891.83 
45.283 	4.5185 	897.91 
45.650 	4.5552 	902.64 
46.017 	4.5919 	907.37 
46.383 	4.6285 	909.40 
46.550 	4.6452 	780.35 
46.567 	4.6469 	198.64 
