Tempo(s)	Deformação(mm)	Força(N)
0.016667 	0.00000 	12.837 
0.050000 	0.00065141 	12.837 
0.066667 	0.0014889 	12.837 
0.083333 	0.0024195 	12.837 
0.10000 	0.0035362 	12.837 
0.11667 	0.0046529 	12.837 
0.13333 	0.0059557 	13.513 
0.15000 	0.0073516 	12.837 
0.16667 	0.0087475 	12.837 
0.18333 	0.010236 	12.837 
0.20000 	0.011725 	12.837 
0.21667 	0.013307 	12.837 
0.23333 	0.014796 	12.837 
0.25000 	0.016378 	12.837 
0.26667 	0.018053 	12.837 
0.28333 	0.019635 	12.837 
0.30000 	0.021217 	12.837 
0.31667 	0.022892 	12.837 
0.33333 	0.024567 	12.837 
0.35000 	0.026149 	12.837 
0.36667 	0.027824 	12.837 
0.38333 	0.029499 	12.837 
0.40000 	0.031081 	12.837 
0.41667 	0.032756 	12.837 
0.43333 	0.034431 	12.837 
0.45000 	0.036107 	12.837 
0.46667 	0.037782 	12.837 
0.48333 	0.039457 	12.837 
0.50000 	0.041039 	12.837 
0.51667 	0.042714 	12.837 
0.53333 	0.044482 	12.837 
0.55000 	0.046064 	12.837 
0.56667 	0.047739 	12.837 
0.58333 	0.049414 	12.837 
0.60000 	0.051089 	12.837 
0.61667 	0.052764 	12.837 
0.63333 	0.054439 	12.837 
0.65000 	0.056114 	12.837 
0.66667 	0.057696 	12.837 
0.68333 	0.059371 	12.837 
0.70000 	0.061046 	12.837 
0.71667 	0.062721 	12.837 
0.73333 	0.064396 	12.837 
0.75000 	0.066071 	13.513 
0.76667 	0.067746 	12.837 
0.78333 	0.069421 	12.837 
0.80000 	0.071096 	12.837 
0.81667 	0.072678 	13.513 
0.83333 	0.074353 	12.837 
0.85000 	0.076121 	12.837 
0.86667 	0.077703 	13.513 
0.88333 	0.079378 	13.513 
0.90000 	0.081054 	13.513 
0.91667 	0.082729 	13.513 
0.93333 	0.084404 	13.513 
0.95000 	0.086079 	13.513 
0.96667 	0.087754 	13.513 
0.98333 	0.089429 	14.188 
1.0000 	0.091104 	13.513 
1.0167 	0.092779 	13.513 
1.0333 	0.094361 	14.188 
1.0500 	0.096129 	13.513 
1.0667 	0.097711 	13.513 
1.0833 	0.099386 	14.188 
1.1000 	0.10106 	14.188 
1.1167 	0.10274 	14.188 
1.1333 	0.10441 	14.188 
1.1500 	0.10609 	14.188 
1.1667 	0.10776 	14.188 
1.1833 	0.10944 	14.188 
1.2000 	0.11111 	14.188 
1.2167 	0.11269 	14.864 
1.2333 	0.11437 	14.864 
1.2500 	0.11604 	14.864 
1.2667 	0.11772 	14.864 
1.2833 	0.11939 	14.864 
1.3000 	0.12107 	14.864 
1.3167 	0.12274 	15.539 
1.3333 	0.12442 	14.864 
1.3500 	0.12609 	15.539 
1.3667 	0.12777 	15.539 
1.3833 	0.12944 	15.539 
1.4000 	0.13112 	15.539 
1.4167 	0.13279 	16.215 
1.4333 	0.13438 	15.539 
1.4500 	0.13605 	16.215 
1.4667 	0.13782 	16.215 
1.4833 	0.13940 	16.215 
1.5000 	0.14108 	16.215 
1.5167 	0.14275 	16.215 
1.5333 	0.14443 	16.215 
1.5500 	0.14610 	16.891 
1.5667 	0.14778 	16.215 
1.5833 	0.14945 	16.891 
1.6000 	0.15103 	16.891 
1.6167 	0.15271 	16.891 
1.6333 	0.15438 	16.891 
1.6500 	0.15606 	16.891 
1.6667 	0.15773 	16.891 
1.6833 	0.15941 	16.891 
1.7000 	0.16108 	16.891 
1.7167 	0.16276 	16.891 
1.7333 	0.16443 	16.891 
1.7500 	0.16602 	16.891 
1.7667 	0.16769 	16.891 
1.7833 	0.16946 	17.566 
1.8000 	0.17104 	16.891 
1.8167 	0.17272 	16.891 
1.8333 	0.17439 	17.566 
1.8500 	0.17607 	17.566 
1.8667 	0.17774 	17.566 
1.8833 	0.17942 	17.566 
1.9000 	0.18109 	17.566 
1.9167 	0.18277 	17.566 
1.9333 	0.18444 	17.566 
1.9500 	0.18612 	17.566 
1.9667 	0.18770 	17.566 
1.9833 	0.18947 	17.566 
2.0000 	0.19105 	17.566 
2.0167 	0.19272 	17.566 
2.0333 	0.19440 	17.566 
2.0500 	0.19607 	17.566 
2.0667 	0.19766 	18.242 
2.0833 	0.19942 	17.566 
2.1000 	0.20110 	17.566 
2.1167 	0.20277 	18.242 
2.1333 	0.20445 	18.242 
2.1500 	0.20603 	18.242 
2.1667 	0.20771 	18.242 
2.1833 	0.20938 	18.242 
2.2000 	0.21106 	18.242 
2.2167 	0.21273 	18.242 
2.2333 	0.21441 	18.242 
2.2500 	0.21608 	18.242 
2.2667 	0.21776 	18.918 
2.2833 	0.21943 	18.242 
2.3000 	0.22111 	18.918 
2.3333 	0.22436 	18.918 
2.3500 	0.22613 	18.242 
2.3833 	0.22939 	18.918 
2.4000 	0.23116 	18.918 
2.4333 	0.23441 	18.918 
2.4667 	0.23776 	18.918 
2.5000 	0.24111 	18.918 
2.5333 	0.24437 	18.918 
2.5667 	0.24772 	18.918 
2.6000 	0.25107 	18.918 
2.6333 	0.25442 	18.918 
2.6667 	0.25768 	18.918 
2.7000 	0.26103 	19.593 
2.7333 	0.26438 	18.918 
2.7667 	0.26773 	19.593 
2.8000 	0.27108 	18.918 
2.8333 	0.27443 	18.918 
2.8667 	0.27778 	18.918 
2.9000 	0.28104 	19.593 
2.9333 	0.28439 	18.918 
2.9667 	0.28774 	19.593 
3.0000 	0.29099 	19.593 
3.0333 	0.29444 	19.593 
3.0667 	0.29779 	18.918 
3.1000 	0.30104 	18.918 
3.1333 	0.30439 	19.593 
3.1667 	0.30774 	18.918 
3.2000 	0.31109 	18.918 
3.2333 	0.31444 	19.593 
3.2667 	0.31779 	19.593 
3.3000 	0.32105 	19.593 
3.3333 	0.32440 	19.593 
3.3667 	0.32775 	19.593 
3.4000 	0.33110 	19.593 
3.4333 	0.33445 	19.593 
3.4667 	0.33771 	19.593 
3.5000 	0.34106 	19.593 
3.5333 	0.34441 	19.593 
3.5667 	0.34776 	19.593 
3.6000 	0.35101 	19.593 
3.6333 	0.35436 	19.593 
3.6667 	0.35771 	18.918 
3.7000 	0.36107 	19.593 
3.7333 	0.36442 	19.593 
3.7667 	0.36767 	18.918 
3.8000 	0.37112 	19.593 
3.8333 	0.37437 	19.593 
3.8667 	0.37772 	19.593 
3.9000 	0.38107 	19.593 
3.9333 	0.38433 	18.918 
3.9667 	0.38777 	19.593 
4.0000 	0.39112 	19.593 
4.0333 	0.39438 	19.593 
4.0667 	0.39773 	19.593 
4.1000 	0.40108 	18.918 
4.1333 	0.40434 	19.593 
4.1667 	0.40778 	19.593 
4.2000 	0.41113 	19.593 
4.2333 	0.41439 	19.593 
4.2667 	0.41774 	19.593 
4.3000 	0.42109 	19.593 
4.3333 	0.42444 	19.593 
4.3667 	0.42779 	19.593 
4.4000 	0.43104 	19.593 
4.4333 	0.43439 	18.918 
4.4667 	0.43774 	19.593 
4.5000 	0.44109 	19.593 
4.5500 	0.44603 	19.593 
4.6000 	0.45105 	19.593 
4.6500 	0.45608 	19.593 
4.7000 	0.46110 	19.593 
4.7500 	0.46603 	19.593 
4.8000 	0.47106 	19.593 
4.8500 	0.47599 	19.593 
4.9000 	0.48111 	19.593 
4.9500 	0.48604 	19.593 
5.0000 	0.49107 	19.593 
5.0500 	0.49609 	19.593 
5.1000 	0.50112 	19.593 
5.1500 	0.50605 	19.593 
5.2000 	0.51107 	19.593 
5.2500 	0.51610 	19.593 
5.3000 	0.52103 	20.269 
5.3500 	0.52606 	20.269 
5.4000 	0.53108 	20.269 
5.4500 	0.53611 	20.269 
5.5000 	0.54104 	20.269 
5.5500 	0.54606 	20.945 
5.6000 	0.55109 	20.945 
5.6500 	0.55611 	21.620 
5.7000 	0.56105 	21.620 
5.7500 	0.56607 	21.620 
5.8000 	0.57100 	21.620 
5.8500 	0.57603 	21.620 
5.9000 	0.58105 	21.620 
5.9500 	0.58608 	21.620 
6.0000 	0.59101 	21.620 
6.0500 	0.59604 	22.296 
6.1000 	0.60106 	21.620 
6.1500 	0.60609 	22.296 
6.2000 	0.61102 	22.296 
6.2500 	0.61604 	21.620 
6.3000 	0.62107 	22.296 
6.3500 	0.62609 	22.296 
6.4000 	0.63103 	22.296 
6.4500 	0.63605 	22.296 
6.5000 	0.64108 	22.296 
6.5500 	0.64601 	21.620 
6.6000 	0.65103 	21.620 
6.6500 	0.65606 	21.620 
6.7167 	0.66267 	22.296 
6.7833 	0.66937 	21.620 
6.8500 	0.67607 	22.296 
6.9167 	0.68277 	22.296 
6.9833 	0.68937 	22.296 
7.0500 	0.69607 	21.620 
7.1167 	0.70277 	22.296 
7.1833 	0.70938 	22.296 
7.2500 	0.71608 	21.620 
7.3167 	0.72269 	22.296 
7.3833 	0.72939 	21.620 
7.4500 	0.73609 	22.296 
7.5167 	0.74279 	21.620 
7.5833 	0.74940 	22.296 
7.6500 	0.75600 	22.296 
7.7167 	0.76270 	22.296 
7.7833 	0.76940 	22.296 
7.8500 	0.77601 	21.620 
7.9167 	0.78271 	22.296 
7.9833 	0.78941 	21.620 
8.0500 	0.79611 	22.296 
8.1167 	0.80272 	21.620 
8.1833 	0.80942 	21.620 
8.2500 	0.81603 	22.296 
8.3167 	0.82273 	21.620 
8.3833 	0.82943 	22.296 
8.4500 	0.83613 	22.296 
8.5167 	0.84273 	22.296 
8.5833 	0.84934 	22.296 
8.6500 	0.85604 	22.296 
8.7167 	0.86274 	22.296 
8.7833 	0.86944 	22.296 
8.8667 	0.87772 	22.296 
8.9500 	0.88601 	22.971 
9.0333 	0.89438 	23.647 
9.1167 	0.90276 	24.998 
9.2000 	0.91104 	24.998 
9.2833 	0.91941 	25.674 
9.3667 	0.92779 	26.350 
9.4500 	0.93607 	27.025 
9.5333 	0.94445 	28.376 
9.6167 	0.95273 	29.052 
9.7000 	0.96101 	29.728 
9.7833 	0.96939 	30.403 
9.8667 	0.97776 	31.079 
9.9500 	0.98604 	31.755 
10.033 	0.99432 	32.430 
10.117 	1.0027 	33.106 
10.200 	1.0111 	33.781 
10.283 	1.0194 	35.133 
10.367 	1.0277 	35.808 
10.450 	1.0360 	36.484 
10.533 	1.0444 	37.160 
10.617 	1.0528 	37.835 
10.700 	1.0610 	39.187 
10.783 	1.0694 	39.862 
10.867 	1.0777 	40.538 
10.950 	1.0861 	41.213 
11.050 	1.0960 	41.889 
11.150 	1.1061 	42.565 
11.250 	1.1160 	43.240 
11.350 	1.1261 	43.916 
11.450 	1.1361 	44.592 
11.550 	1.1461 	45.267 
11.650 	1.1561 	45.943 
11.750 	1.1661 	47.294 
11.850 	1.1761 	47.294 
11.950 	1.1860 	47.970 
12.050 	1.1961 	49.321 
12.150 	1.2060 	49.997 
12.250 	1.2161 	50.672 
12.350 	1.2260 	51.348 
12.450 	1.2360 	52.699 
12.550 	1.2460 	53.375 
12.650 	1.2561 	54.726 
12.750 	1.2661 	55.402 
12.850 	1.2761 	56.077 
12.950 	1.2861 	57.429 
13.050 	1.2961 	58.104 
13.167 	1.3077 	58.780 
13.283 	1.3194 	60.131 
13.400 	1.3311 	60.807 
13.517 	1.3427 	62.158 
13.633 	1.3544 	62.834 
13.750 	1.3661 	64.185 
13.867 	1.3777 	65.536 
13.983 	1.3894 	66.212 
14.100 	1.4011 	67.563 
14.217 	1.4127 	68.239 
14.333 	1.4244 	69.590 
14.450 	1.4361 	70.266 
14.567 	1.4477 	70.941 
14.683 	1.4593 	72.292 
14.800 	1.4711 	73.644 
14.917 	1.4827 	74.995 
15.033 	1.4944 	76.346 
15.150 	1.5061 	77.697 
15.267 	1.5178 	79.049 
15.400 	1.5311 	80.400 
15.533 	1.5444 	81.751 
15.667 	1.5577 	83.102 
15.800 	1.5710 	85.129 
15.933 	1.5844 	86.481 
16.067 	1.5977 	87.832 
16.200 	1.6111 	89.183 
16.333 	1.6244 	90.534 
16.467 	1.6377 	91.886 
16.600 	1.6510 	93.237 
16.733 	1.6643 	94.588 
16.867 	1.6777 	95.264 
17.000 	1.6910 	96.615 
17.133 	1.7045 	97.966 
17.267 	1.7178 	99.318 
17.417 	1.7327 	100.67 
17.567 	1.7477 	102.02 
17.717 	1.7627 	102.70 
17.867 	1.7777 	104.72 
18.017 	1.7928 	105.40 
18.167 	1.8077 	106.75 
18.317 	1.8227 	108.10 
18.467 	1.8377 	109.45 
18.617 	1.8527 	110.80 
18.767 	1.8677 	112.15 
18.917 	1.8827 	113.51 
19.067 	1.8977 	114.86 
19.217 	1.9127 	116.88 
19.367 	1.9277 	118.24 
19.517 	1.9428 	119.59 
19.683 	1.9594 	122.29 
19.850 	1.9761 	123.64 
20.017 	1.9927 	124.99 
20.183 	2.0094 	127.02 
20.350 	2.0261 	129.05 
20.517 	2.0427 	130.40 
20.683 	2.0594 	132.42 
20.850 	2.0760 	134.45 
21.017 	2.0928 	136.48 
21.183 	2.1094 	138.50 
21.350 	2.1260 	140.53 
21.517 	2.1428 	142.56 
21.683 	2.1594 	144.58 
21.833 	2.1745 	147.29 
22.017 	2.1927 	149.31 
22.167 	2.2077 	152.02 
22.350 	2.2261 	152.69 
22.517 	2.2427 	155.39 
22.700 	2.2610 	158.10 
22.883 	2.2795 	160.12 
23.067 	2.2977 	162.15 
23.250 	2.3160 	164.85 
23.433 	2.3345 	166.88 
23.617 	2.3527 	169.58 
23.800 	2.3711 	172.29 
24.000 	2.3910 	174.31 
24.167 	2.4078 	177.02 
24.350 	2.4260 	179.72 
24.550 	2.4460 	181.74 
24.683 	2.4594 	184.45 
24.883 	2.4794 	187.15 
25.067 	2.4977 	189.85 
25.233 	2.5144 	192.55 
25.433 	2.5343 	195.26 
25.617 	2.5528 	197.96 
25.800 	2.5710 	200.66 
25.983 	2.5894 	203.36 
26.150 	2.6061 	206.07 
26.317 	2.6227 	208.77 
26.483 	2.6394 	211.47 
26.650 	2.6561 	214.17 
26.833 	2.6744 	216.88 
26.983 	2.6894 	219.58 
27.167 	2.7077 	222.28 
27.300 	2.7210 	224.98 
27.483 	2.7394 	227.69 
27.667 	2.7577 	230.39 
27.783 	2.7694 	233.09 
27.967 	2.7877 	235.79 
28.117 	2.8027 	238.50 
28.267 	2.8177 	241.20 
28.417 	2.8327 	243.90 
28.567 	2.8478 	246.60 
28.683 	2.8594 	249.31 
28.850 	2.8761 	252.01 
29.000 	2.8910 	254.71 
29.133 	2.9044 	257.41 
29.283 	2.9194 	260.12 
29.433 	2.9344 	262.82 
29.567 	2.9477 	265.52 
29.717 	2.9627 	268.23 
29.850 	2.9761 	270.93 
29.983 	2.9894 	273.63 
30.133 	3.0044 	276.33 
30.250 	3.0161 	279.04 
30.400 	3.0311 	281.74 
30.533 	3.0444 	284.44 
30.683 	3.0594 	287.14 
30.817 	3.0727 	289.85 
30.950 	3.0861 	292.55 
31.117 	3.1027 	295.25 
31.233 	3.1144 	297.95 
31.383 	3.1294 	300.66 
31.517 	3.1428 	303.36 
31.650 	3.1561 	306.06 
31.767 	3.1678 	308.76 
31.917 	3.1828 	311.47 
32.050 	3.1961 	314.17 
32.183 	3.2095 	316.87 
32.300 	3.2210 	319.57 
32.417 	3.2327 	322.28 
32.567 	3.2477 	324.98 
32.683 	3.2594 	327.68 
32.800 	3.2711 	330.38 
32.917 	3.2827 	333.09 
33.050 	3.2961 	335.79 
33.167 	3.3077 	338.49 
33.283 	3.3194 	341.19 
33.417 	3.3328 	343.90 
33.533 	3.3444 	346.60 
33.650 	3.3560 	349.30 
33.767 	3.3677 	352.00 
33.883 	3.3794 	354.71 
34.017 	3.3927 	357.41 
34.117 	3.4028 	360.11 
34.233 	3.4144 	362.81 
34.367 	3.4277 	365.52 
34.467 	3.4377 	368.22 
34.583 	3.4494 	370.92 
34.700 	3.4611 	373.62 
34.833 	3.4744 	376.33 
34.933 	3.4844 	379.03 
35.067 	3.4978 	381.73 
35.167 	3.5077 	384.43 
35.283 	3.5194 	387.14 
35.400 	3.5311 	389.84 
35.483 	3.5394 	392.54 
35.617 	3.5527 	395.24 
35.733 	3.5644 	397.95 
35.850 	3.5761 	400.65 
35.950 	3.5861 	403.35 
36.067 	3.5977 	406.05 
36.167 	3.6077 	408.76 
36.300 	3.6211 	411.46 
36.400 	3.6310 	414.16 
36.517 	3.6428 	416.86 
36.617 	3.6527 	419.57 
36.750 	3.6661 	422.27 
36.850 	3.6761 	424.97 
36.950 	3.6860 	427.67 
37.067 	3.6978 	430.38 
37.183 	3.7094 	433.08 
37.300 	3.7211 	435.78 
37.400 	3.7311 	438.48 
37.533 	3.7444 	441.86 
37.667 	3.7578 	445.24 
37.800 	3.7711 	447.94 
37.900 	3.7810 	450.65 
38.000 	3.7911 	453.35 
38.117 	3.8027 	456.05 
38.217 	3.8128 	458.75 
38.333 	3.8244 	461.46 
38.450 	3.8360 	464.16 
38.550 	3.8461 	466.86 
38.667 	3.8577 	469.56 
38.767 	3.8678 	472.27 
38.867 	3.8777 	474.97 
38.983 	3.8894 	477.67 
39.083 	3.8994 	480.37 
39.183 	3.9094 	483.08 
39.283 	3.9193 	485.78 
39.400 	3.9310 	488.48 
39.500 	3.9410 	491.18 
39.617 	3.9527 	493.89 
39.700 	3.9611 	496.59 
39.817 	3.9727 	499.29 
39.917 	3.9827 	501.99 
40.017 	3.9927 	504.70 
40.133 	4.0044 	507.40 
40.233 	4.0144 	510.10 
40.350 	4.0261 	513.48 
40.467 	4.0378 	516.18 
40.583 	4.0494 	518.88 
40.733 	4.0644 	522.94 
40.883 	4.0794 	526.99 
41.050 	4.0960 	531.05 
41.200 	4.1110 	535.10 
41.367 	4.1277 	539.15 
41.533 	4.1444 	543.21 
41.683 	4.1594 	547.26 
41.833 	4.1744 	551.31 
41.983 	4.1894 	555.37 
42.150 	4.2060 	559.42 
42.317 	4.2228 	563.48 
42.467 	4.2378 	567.53 
42.617 	4.2528 	571.58 
42.767 	4.2677 	575.64 
42.933 	4.2844 	579.69 
43.083 	4.2994 	583.74 
43.250 	4.3160 	587.80 
43.383 	4.3294 	591.85 
43.550 	4.3461 	595.91 
43.700 	4.3611 	599.96 
43.850 	4.3761 	604.01 
44.017 	4.3927 	608.07 
44.167 	4.4078 	612.12 
44.333 	4.4244 	616.17 
44.467 	4.4377 	620.23 
44.633 	4.4544 	624.28 
44.783 	4.4694 	628.34 
44.950 	4.4860 	632.39 
45.100 	4.5011 	636.44 
45.250 	4.5161 	640.50 
45.400 	4.5311 	644.55 
45.550 	4.5461 	648.60 
45.717 	4.5627 	652.66 
45.867 	4.5777 	656.71 
46.033 	4.5945 	660.77 
46.183 	4.6094 	664.82 
46.350 	4.6261 	668.87 
46.500 	4.6411 	672.93 
46.667 	4.6577 	676.98 
46.817 	4.6727 	681.03 
46.983 	4.6894 	685.09 
47.150 	4.7060 	689.14 
47.300 	4.7210 	693.87 
47.533 	4.7445 	699.28 
47.750 	4.7661 	704.68 
47.950 	4.7861 	710.09 
48.167 	4.8077 	715.49 
48.400 	4.8311 	720.90 
48.600 	4.8510 	726.30 
48.817 	4.8727 	731.71 
49.033 	4.8944 	737.11 
49.267 	4.9177 	742.52 
49.483 	4.9394 	747.92 
49.683 	4.9593 	753.33 
49.917 	4.9828 	758.73 
50.133 	5.0044 	764.14 
50.350 	5.0261 	769.54 
50.567 	5.0477 	774.95 
50.800 	5.0711 	780.35 
51.017 	5.0927 	785.76 
51.233 	5.1144 	791.16 
51.450 	5.1361 	796.57 
51.683 	5.1594 	801.97 
51.917 	5.1827 	807.38 
52.150 	5.2060 	812.78 
52.383 	5.2294 	818.19 
52.633 	5.2544 	823.59 
52.850 	5.2761 	829.00 
53.100 	5.3010 	834.40 
53.333 	5.3244 	839.81 
53.583 	5.3494 	845.21 
53.833 	5.3744 	850.62 
54.067 	5.3977 	856.02 
54.300 	5.4211 	861.43 
54.550 	5.4460 	866.83 
54.867 	5.4778 	873.59 
55.167 	5.5077 	880.35 
55.500 	5.5411 	887.10 
55.817 	5.5727 	893.86 
56.133 	5.6043 	900.61 
56.467 	5.6377 	907.37 
56.817 	5.6727 	914.13 
57.150 	5.7061 	920.88 
57.500 	5.7410 	927.64 
57.850 	5.7760 	934.40 
58.200 	5.8111 	941.15 
58.550 	5.8461 	947.91 
58.900 	5.8811 	954.66 
59.300 	5.9210 	961.42 
59.667 	5.9578 	968.18 
60.033 	5.9944 	974.93 
60.433 	6.0343 	981.69 
60.833 	6.0744 	988.45 
61.233 	6.1144 	995.20 
61.667 	6.1577 	1002.0 
62.067 	6.1978 	1008.7 
62.500 	6.2410 	1015.5 
62.950 	6.2861 	1022.2 
63.367 	6.3278 	1029.0 
63.817 	6.3728 	1035.7 
64.267 	6.4177 	1042.5 
64.767 	6.4677 	1049.9 
65.267 	6.5178 	1056.7 
65.767 	6.5678 	1064.1 
66.267 	6.6177 	1070.9 
66.767 	6.6677 	1077.6 
67.267 	6.7177 	1083.7 
67.767 	6.7677 	1090.5 
68.267 	6.8177 	1096.5 
68.767 	6.8677 	1102.6 
69.267 	6.9177 	1108.7 
69.767 	6.9677 	1114.8 
70.267 	7.0178 	1120.9 
70.767 	7.0678 	1126.3 
71.267 	7.1177 	1131.7 
71.767 	7.1677 	1137.1 
72.267 	7.2178 	1142.5 
72.767 	7.2677 	1147.9 
73.267 	7.3177 	1153.3 
73.767 	7.3677 	1158.0 
74.267 	7.4177 	1163.4 
74.767 	7.4677 	1168.2 
75.267 	7.5177 	1172.9 
75.767 	7.5678 	1177.6 
76.267 	7.6177 	1183.0 
76.767 	7.6677 	1187.1 
77.267 	7.7178 	1191.1 
77.767 	7.7677 	1195.9 
78.267 	7.8177 	1200.6 
78.767 	7.8678 	1204.6 
79.267 	7.9177 	1209.4 
79.767 	7.9677 	1213.4 
80.267 	8.0177 	1217.5 
80.767 	8.0678 	1221.5 
81.267 	8.1177 	1225.6 
81.767 	8.1677 	1229.6 
82.267 	8.2178 	1233.0 
82.767 	8.2677 	1237.1 
83.267 	8.3178 	1240.5 
83.767 	8.3678 	1244.5 
84.267 	8.4177 	1247.9 
84.767 	8.4677 	1251.3 
85.267 	8.5178 	1255.3 
85.767 	8.5678 	1258.7 
86.267 	8.6177 	1262.1 
86.767 	8.6677 	1264.8 
87.267 	8.7177 	1268.2 
87.767 	8.7677 	1270.9 
88.267 	8.8178 	1274.2 
88.767 	8.8677 	1276.9 
89.267 	8.9177 	1279.6 
89.767 	8.9677 	1283.0 
90.267 	9.0177 	1285.7 
90.767 	9.0678 	1288.4 
91.267 	9.1177 	1291.1 
91.767 	9.1677 	1293.8 
92.267 	9.2178 	1296.5 
92.767 	9.2677 	1298.6 
93.267 	9.3177 	1301.3 
93.767 	9.3677 	1303.3 
94.267 	9.4177 	1306.0 
94.767 	9.4677 	1308.0 
95.267 	9.5177 	1310.7 
95.767 	9.5678 	1312.7 
96.267 	9.6177 	1314.8 
96.767 	9.6677 	1316.8 
97.267 	9.7178 	1318.8 
97.767 	9.7677 	1320.9 
98.267 	9.8177 	1322.9 
98.767 	9.8678 	1324.9 
99.267 	9.9177 	1326.3 
99.767 	9.9677 	1328.3 
100.27 	10.018 	1330.3 
100.77 	10.068 	1331.7 
101.27 	10.118 	1333.7 
101.77 	10.168 	1335.0 
102.27 	10.218 	1336.4 
102.77 	10.268 	1337.7 
103.27 	10.318 	1339.1 
103.77 	10.368 	1340.4 
104.27 	10.418 	1341.8 
104.77 	10.468 	1343.2 
105.27 	10.518 	1343.8 
105.77 	10.568 	1345.2 
106.27 	10.618 	1345.9 
106.77 	10.668 	1347.2 
107.27 	10.718 	1347.9 
107.77 	10.768 	1348.6 
108.27 	10.818 	1349.9 
108.77 	10.868 	1350.6 
109.27 	10.918 	1351.3 
109.77 	10.968 	1351.9 
110.27 	11.018 	1352.6 
110.77 	11.068 	1353.3 
111.27 	11.118 	1354.0 
111.77 	11.168 	1354.6 
112.27 	11.218 	1355.3 
112.77 	11.268 	1355.3 
113.27 	11.318 	1356.0 
113.77 	11.368 	1356.0 
114.27 	11.418 	1356.7 
114.77 	11.468 	1357.3 
115.27 	11.518 	1357.3 
115.77 	11.568 	1357.3 
116.27 	11.618 	1357.3 
116.77 	11.668 	1358.0 
117.27 	11.718 	1358.0 
117.77 	11.768 	1358.0 
118.27 	11.818 	1358.0 
118.77 	11.868 	1358.0 
119.27 	11.918 	1358.0 
119.77 	11.968 	1358.0 
120.27 	12.018 	1358.0 
120.77 	12.068 	1358.0 
121.27 	12.118 	1358.0 
121.77 	12.168 	1357.3 
122.27 	12.218 	1357.3 
122.77 	12.268 	1356.7 
123.27 	12.318 	1356.7 
123.77 	12.368 	1356.7 
124.27 	12.418 	1356.0 
124.77 	12.468 	1355.3 
125.27 	12.518 	1355.3 
125.77 	12.568 	1355.3 
126.27 	12.618 	1354.6 
126.77 	12.668 	1354.0 
127.27 	12.718 	1353.3 
127.77 	12.768 	1352.6 
128.27 	12.818 	1351.9 
128.77 	12.868 	1351.3 
129.27 	12.918 	1350.6 
129.77 	12.968 	1350.6 
130.27 	13.018 	1349.9 
130.77 	13.068 	1349.2 
131.27 	13.118 	1348.6 
131.77 	13.168 	1347.2 
132.27 	13.218 	1346.5 
132.77 	13.268 	1345.9 
133.27 	13.318 	1345.2 
133.77 	13.368 	1343.8 
134.27 	13.418 	1343.2 
134.77 	13.468 	1342.5 
135.27 	13.518 	1341.8 
135.77 	13.568 	1341.1 
136.27 	13.618 	1339.8 
136.77 	13.668 	1338.4 
137.27 	13.718 	1337.7 
137.77 	13.768 	1336.4 
138.27 	13.818 	1335.0 
138.77 	13.868 	1334.4 
139.27 	13.918 	1333.0 
139.77 	13.968 	1331.7 
140.27 	14.018 	1331.0 
140.77 	14.068 	1330.3 
141.27 	14.118 	1328.3 
141.77 	14.168 	1327.6 
142.27 	14.218 	1326.3 
142.77 	14.268 	1324.9 
143.27 	14.318 	1323.6 
143.77 	14.368 	1322.2 
144.27 	14.418 	1320.2 
144.77 	14.468 	1318.8 
145.27 	14.518 	1318.2 
145.77 	14.568 	1316.1 
146.27 	14.618 	1314.8 
146.77 	14.668 	1312.7 
147.27 	14.718 	1311.4 
147.77 	14.768 	1310.0 
148.27 	14.818 	1308.0 
148.77 	14.868 	1306.0 
149.27 	14.918 	1304.6 
149.77 	14.968 	1303.3 
150.27 	15.018 	1301.3 
150.77 	15.068 	1299.2 
151.27 	15.118 	1297.2 
151.77 	15.168 	1295.2 
152.27 	15.218 	1293.2 
152.77 	15.268 	1290.5 
153.27 	15.318 	1288.4 
153.77 	15.368 	1285.7 
154.27 	15.418 	1283.7 
154.77 	15.468 	1281.7 
155.27 	15.518 	1279.0 
155.77 	15.568 	1276.3 
156.27 	15.618 	1273.6 
156.77 	15.668 	1270.9 
157.27 	15.718 	1267.5 
157.77 	15.768 	1264.1 
158.27 	15.818 	1261.4 
158.77 	15.868 	1257.3 
159.27 	15.918 	1254.0 
159.77 	15.968 	1250.6 
160.27 	16.018 	1246.5 
160.77 	16.068 	1242.5 
161.27 	16.118 	1238.4 
161.77 	16.168 	1233.7 
162.27 	16.218 	1229.0 
162.77 	16.268 	1223.6 
163.27 	16.318 	1218.2 
163.77 	16.368 	1212.8 
164.27 	16.418 	1206.7 
164.77 	16.468 	1200.6 
165.27 	16.518 	1193.8 
165.77 	16.568 	1187.1 
166.27 	16.618 	1180.3 
166.77 	16.668 	1172.9 
167.27 	16.718 	1164.8 
167.77 	16.768 	1156.0 
168.27 	16.818 	1147.2 
168.77 	16.868 	1138.4 
169.25 	16.916 	1129.0 
169.75 	16.966 	1119.5 
170.22 	17.013 	1110.1 
170.67 	17.058 	1100.6 
171.10 	17.101 	1091.1 
171.52 	17.143 	1081.7 
171.93 	17.184 	1072.2 
172.35 	17.226 	1062.8 
172.75 	17.266 	1053.3 
173.15 	17.306 	1043.8 
173.53 	17.344 	1034.4 
