Tempo(s)	Deformação(mm)	Força(N)
1410.7 	141.06 	947.91 
1411.2 	141.11 	947.23 
1411.7 	141.16 	947.23 
1412.2 	141.21 	947.91 
1412.7 	141.26 	947.91 
1413.2 	141.31 	947.91 
1413.7 	141.36 	947.91 
1414.2 	141.41 	947.91 
1414.7 	141.46 	947.91 
1415.2 	141.51 	947.91 
1415.7 	141.56 	947.91 
1416.2 	141.61 	947.91 
1416.7 	141.66 	947.91 
1417.2 	141.71 	948.58 
1417.7 	141.76 	947.91 
1418.2 	141.81 	947.91 
1418.7 	141.86 	947.91 
1419.2 	141.91 	948.58 
1419.7 	141.96 	948.58 
1420.2 	142.01 	948.58 
1420.7 	142.06 	948.58 
1421.2 	142.11 	948.58 
1421.7 	142.16 	948.58 
1422.2 	142.21 	948.58 
1422.7 	142.26 	948.58 
1423.2 	142.31 	948.58 
1423.7 	142.36 	948.58 
1424.2 	142.41 	948.58 
1424.7 	142.46 	948.58 
1425.2 	142.51 	948.58 
1425.7 	142.56 	948.58 
1426.2 	142.61 	947.91 
1426.7 	142.66 	948.58 
1427.2 	142.71 	947.91 
1427.7 	142.76 	948.58 
1428.2 	142.81 	947.91 
1428.7 	142.86 	947.91 
1429.2 	142.91 	947.91 
1429.7 	142.96 	948.58 
1430.2 	143.01 	947.91 
1430.7 	143.06 	947.91 
1431.2 	143.11 	947.91 
1431.7 	143.16 	947.91 
1432.2 	143.21 	947.91 
1432.7 	143.26 	947.91 
1433.2 	143.31 	947.91 
1433.7 	143.36 	947.91 
1434.2 	143.41 	947.91 
1434.7 	143.46 	947.91 
1435.2 	143.51 	947.91 
1435.7 	143.56 	947.91 
1436.2 	143.61 	947.91 
1436.7 	143.66 	947.91 
1437.2 	143.71 	947.91 
1437.7 	143.76 	947.91 
1438.2 	143.81 	947.91 
1438.7 	143.86 	947.91 
1439.2 	143.91 	947.23 
1439.7 	143.96 	947.23 
1440.2 	144.01 	947.23 
1440.7 	144.06 	947.23 
1441.2 	144.11 	947.23 
1441.7 	144.16 	947.91 
1442.2 	144.21 	947.23 
1442.7 	144.26 	947.23 
1443.2 	144.31 	947.23 
1443.7 	144.36 	946.56 
1444.2 	144.41 	947.23 
1444.7 	144.46 	946.56 
1445.2 	144.51 	947.23 
1445.7 	144.56 	947.23 
1446.2 	144.61 	946.56 
1446.7 	144.66 	946.56 
1447.2 	144.71 	947.23 
1447.7 	144.76 	947.23 
1448.2 	144.81 	946.56 
1448.7 	144.86 	946.56 
1449.2 	144.91 	946.56 
1449.7 	144.96 	946.56 
1450.2 	145.01 	946.56 
1450.7 	145.06 	946.56 
1451.2 	145.11 	946.56 
1451.7 	145.16 	946.56 
1452.2 	145.21 	946.56 
1452.7 	145.26 	946.56 
1453.2 	145.31 	946.56 
1453.7 	145.36 	946.56 
1454.2 	145.41 	946.56 
1454.7 	145.46 	946.56 
1455.2 	145.51 	946.56 
1455.7 	145.56 	946.56 
1456.2 	145.61 	946.56 
1456.7 	145.66 	947.23 
1457.2 	145.71 	947.23 
1457.7 	145.76 	947.23 
1458.2 	145.81 	947.23 
1458.7 	145.86 	947.23 
1459.2 	145.91 	947.23 
1459.7 	145.96 	947.23 
1460.2 	146.01 	947.23 
1460.7 	146.06 	947.23 
1461.2 	146.11 	947.23 
1461.7 	146.16 	947.23 
1462.2 	146.21 	947.91 
1462.7 	146.26 	947.91 
1463.2 	146.31 	947.91 
1463.7 	146.36 	947.91 
1464.2 	146.41 	947.91 
1464.7 	146.46 	947.91 
1465.2 	146.51 	947.91 
1465.7 	146.56 	947.91 
1466.2 	146.61 	947.91 
1466.7 	146.66 	947.91 
1467.2 	146.71 	948.58 
1467.7 	146.76 	947.91 
1468.2 	146.81 	948.58 
1468.7 	146.86 	947.91 
1469.2 	146.91 	948.58 
1469.7 	146.96 	948.58 
1470.2 	147.01 	948.58 
1470.7 	147.06 	948.58 
1471.2 	147.11 	948.58 
1471.7 	147.16 	948.58 
1472.2 	147.21 	948.58 
1472.7 	147.26 	948.58 
1473.2 	147.31 	948.58 
1473.7 	147.36 	947.91 
1474.2 	147.41 	947.91 
1474.7 	147.46 	947.91 
1475.2 	147.51 	948.58 
1475.7 	147.56 	947.91 
1476.2 	147.61 	948.58 
1476.7 	147.66 	947.91 
1477.2 	147.71 	948.58 
1477.7 	147.76 	947.91 
1478.2 	147.81 	947.91 
1478.7 	147.86 	948.58 
1479.2 	147.91 	948.58 
1479.7 	147.96 	947.91 
1480.2 	148.01 	948.58 
1480.7 	148.06 	948.58 
1481.2 	148.11 	948.58 
1481.7 	148.16 	948.58 
1482.2 	148.21 	947.91 
1482.7 	148.26 	948.58 
1483.2 	148.31 	947.91 
1483.7 	148.36 	948.58 
1484.2 	148.41 	948.58 
1484.7 	148.46 	948.58 
1485.2 	148.51 	947.91 
1485.7 	148.56 	947.91 
1486.2 	148.61 	948.58 
1486.7 	148.66 	947.91 
1487.2 	148.71 	947.91 
1487.7 	148.76 	947.91 
1488.2 	148.81 	948.58 
1488.7 	148.86 	948.58 
1489.2 	148.91 	947.91 
1489.7 	148.96 	947.91 
1490.2 	149.01 	947.91 
1490.7 	149.06 	947.91 
1491.2 	149.11 	947.91 
1491.7 	149.16 	947.91 
1492.2 	149.21 	947.91 
1492.7 	149.26 	948.58 
1493.2 	149.31 	947.91 
1493.7 	149.36 	947.91 
1494.2 	149.41 	947.91 
1494.7 	149.46 	948.58 
1495.2 	149.51 	947.91 
1495.7 	149.56 	947.91 
1496.2 	149.61 	947.91 
1496.7 	149.66 	947.91 
1497.2 	149.71 	947.91 
1497.7 	149.76 	947.91 
1498.2 	149.81 	947.91 
1498.7 	149.86 	947.91 
1499.2 	149.91 	947.91 
1499.7 	149.96 	947.91 
1500.2 	150.01 	947.91 
1500.7 	150.06 	947.91 
1501.2 	150.11 	947.91 
1501.7 	150.16 	947.91 
1502.2 	150.21 	947.91 
1502.7 	150.26 	947.91 
1503.2 	150.31 	947.91 
1503.7 	150.36 	947.91 
1504.2 	150.41 	947.91 
1504.7 	150.46 	947.91 
1505.2 	150.51 	947.91 
1505.7 	150.56 	947.91 
1506.2 	150.61 	947.23 
1506.7 	150.66 	947.91 
1507.2 	150.71 	947.91 
1507.7 	150.76 	947.91 
1508.2 	150.81 	947.23 
1508.7 	150.86 	947.23 
1509.2 	150.91 	947.23 
1509.7 	150.96 	947.91 
1510.2 	151.01 	947.91 
1510.7 	151.06 	947.91 
1511.2 	151.11 	947.91 
1511.7 	151.16 	947.91 
1512.2 	151.21 	947.91 
1512.7 	151.26 	947.23 
1513.2 	151.31 	947.23 
1513.7 	151.36 	947.91 
1514.2 	151.41 	947.23 
1514.7 	151.46 	947.91 
1515.2 	151.51 	947.91 
1515.7 	151.56 	947.91 
1516.2 	151.61 	947.91 
1516.7 	151.66 	947.91 
1517.2 	151.71 	947.91 
1517.7 	151.76 	947.91 
1518.2 	151.81 	947.91 
1518.7 	151.86 	947.91 
1519.2 	151.91 	947.91 
1519.7 	151.96 	947.91 
1520.2 	152.01 	947.91 
1520.7 	152.06 	947.91 
1521.2 	152.11 	947.23 
1521.7 	152.16 	947.91 
1522.2 	152.21 	947.23 
1522.7 	152.26 	947.91 
1523.2 	152.31 	947.23 
1523.7 	152.36 	947.23 
1524.2 	152.41 	947.23 
1524.7 	152.46 	947.23 
1525.2 	152.51 	947.23 
1525.7 	152.56 	947.23 
1526.2 	152.61 	947.23 
1526.7 	152.66 	947.23 
1527.2 	152.71 	947.23 
1527.7 	152.76 	947.23 
1528.2 	152.81 	947.23 
1528.7 	152.86 	947.23 
1529.2 	152.91 	947.23 
1529.7 	152.96 	947.23 
1530.2 	153.01 	947.23 
1530.7 	153.06 	947.23 
1531.2 	153.11 	947.23 
1531.7 	153.16 	947.23 
1532.2 	153.21 	947.23 
1532.7 	153.26 	947.23 
1533.2 	153.31 	947.23 
1533.7 	153.36 	947.23 
1534.2 	153.41 	947.23 
1534.7 	153.46 	947.23 
1535.2 	153.51 	947.23 
1535.7 	153.56 	947.23 
1536.2 	153.61 	947.23 
1536.7 	153.66 	947.23 
1537.2 	153.71 	946.56 
1537.7 	153.76 	946.56 
1538.2 	153.81 	947.23 
1538.7 	153.86 	946.56 
1539.2 	153.91 	946.56 
1539.7 	153.96 	947.23 
1540.2 	154.01 	947.23 
1540.7 	154.06 	946.56 
1541.2 	154.11 	946.56 
1541.7 	154.16 	946.56 
1542.2 	154.21 	946.56 
1542.7 	154.26 	947.23 
1543.2 	154.31 	946.56 
1543.7 	154.36 	947.23 
1544.2 	154.41 	946.56 
1544.7 	154.46 	947.23 
1545.2 	154.51 	946.56 
1545.7 	154.56 	946.56 
1546.2 	154.61 	947.23 
1546.7 	154.66 	946.56 
1547.2 	154.71 	946.56 
1547.7 	154.76 	946.56 
1548.2 	154.81 	946.56 
1548.7 	154.86 	946.56 
1549.2 	154.91 	946.56 
1549.7 	154.96 	946.56 
1550.2 	155.01 	946.56 
1550.7 	155.06 	946.56 
1551.2 	155.11 	946.56 
1551.7 	155.16 	946.56 
1552.2 	155.21 	946.56 
1552.7 	155.26 	945.88 
1553.2 	155.31 	946.56 
1553.7 	155.36 	946.56 
1554.2 	155.41 	946.56 
1554.7 	155.46 	946.56 
1555.2 	155.51 	945.88 
1555.7 	155.56 	946.56 
1556.2 	155.61 	945.88 
1556.7 	155.66 	946.56 
1557.2 	155.71 	945.88 
1557.7 	155.76 	945.88 
1558.2 	155.81 	945.88 
1558.7 	155.86 	945.88 
1559.2 	155.91 	945.88 
1559.7 	155.96 	945.88 
1560.2 	156.01 	945.88 
1560.7 	156.06 	945.88 
1561.2 	156.11 	945.88 
1561.7 	156.16 	945.88 
1562.2 	156.21 	946.56 
1562.7 	156.26 	945.88 
1563.2 	156.31 	945.88 
1563.7 	156.36 	945.88 
1564.2 	156.41 	945.88 
1564.7 	156.46 	946.56 
1565.2 	156.51 	945.88 
1565.7 	156.56 	946.56 
1566.2 	156.61 	946.56 
1566.7 	156.66 	945.88 
1567.2 	156.71 	946.56 
1567.7 	156.76 	946.56 
1568.2 	156.81 	945.88 
1568.7 	156.86 	945.88 
1569.2 	156.91 	945.88 
1569.7 	156.96 	945.88 
1570.2 	157.01 	945.88 
1570.7 	157.06 	945.88 
1571.2 	157.11 	946.56 
1571.7 	157.16 	946.56 
1572.2 	157.21 	945.88 
1572.7 	157.26 	946.56 
1573.2 	157.31 	945.88 
1573.7 	157.36 	945.88 
1574.2 	157.41 	945.88 
1574.7 	157.46 	945.88 
1575.2 	157.51 	945.88 
1575.7 	157.56 	946.56 
1576.2 	157.61 	945.88 
1576.7 	157.66 	945.88 
1577.2 	157.71 	945.88 
1577.7 	157.76 	946.56 
1578.2 	157.81 	945.88 
1578.7 	157.86 	946.56 
1579.2 	157.91 	946.56 
1579.7 	157.96 	945.88 
1580.2 	158.01 	946.56 
1580.7 	158.06 	945.88 
1581.2 	158.11 	945.88 
1581.7 	158.16 	945.88 
1582.2 	158.21 	945.88 
1582.7 	158.26 	945.88 
1583.2 	158.31 	945.88 
1583.7 	158.36 	945.88 
1584.2 	158.41 	945.88 
1584.7 	158.46 	945.88 
1585.2 	158.51 	945.88 
1585.7 	158.56 	945.88 
1586.2 	158.61 	945.88 
1586.7 	158.66 	945.88 
1587.2 	158.71 	945.88 
1587.7 	158.76 	945.88 
1588.2 	158.81 	945.88 
1588.7 	158.86 	945.88 
1589.2 	158.91 	945.88 
1589.7 	158.96 	945.88 
1590.2 	159.01 	945.88 
1590.7 	159.06 	945.88 
1591.2 	159.11 	945.88 
1591.7 	159.16 	945.88 
1592.2 	159.21 	945.88 
1592.7 	159.26 	945.88 
1593.2 	159.31 	945.88 
1593.7 	159.36 	945.88 
1594.2 	159.41 	945.88 
1594.7 	159.46 	945.21 
1595.2 	159.51 	945.88 
1595.7 	159.56 	945.88 
1596.2 	159.61 	945.88 
1596.7 	159.66 	945.88 
1597.2 	159.71 	945.88 
1597.7 	159.76 	945.88 
1598.2 	159.81 	945.88 
1598.7 	159.86 	945.88 
1599.2 	159.91 	945.88 
1599.7 	159.96 	945.88 
1600.2 	160.01 	945.88 
1600.7 	160.06 	945.88 
1601.2 	160.11 	945.88 
1601.7 	160.16 	945.88 
1602.2 	160.21 	945.88 
1602.7 	160.26 	945.88 
1603.2 	160.31 	945.88 
1603.7 	160.36 	945.88 
1604.2 	160.41 	945.88 
1604.7 	160.46 	945.88 
1605.2 	160.51 	945.88 
1605.7 	160.56 	945.88 
1606.2 	160.61 	945.88 
1606.7 	160.66 	945.88 
1607.2 	160.71 	945.88 
1607.7 	160.76 	946.56 
1608.2 	160.81 	945.88 
1608.7 	160.86 	945.88 
1609.2 	160.91 	945.88 
1609.7 	160.96 	945.88 
1610.2 	161.01 	946.56 
1610.7 	161.06 	946.56 
1611.2 	161.11 	945.88 
1611.7 	161.16 	946.56 
1612.2 	161.21 	946.56 
1612.7 	161.26 	945.88 
1613.2 	161.31 	945.88 
1613.7 	161.36 	945.88 
1614.2 	161.41 	945.88 
1614.7 	161.46 	945.88 
1615.2 	161.51 	945.88 
1615.7 	161.56 	945.88 
1616.2 	161.61 	945.88 
1616.7 	161.66 	945.88 
1617.2 	161.71 	945.88 
1617.7 	161.76 	945.88 
1618.2 	161.81 	945.88 
1618.7 	161.86 	945.88 
1619.2 	161.91 	945.88 
1619.7 	161.96 	945.88 
1620.2 	162.01 	945.88 
1620.7 	162.06 	945.88 
1621.2 	162.11 	945.88 
1621.7 	162.16 	945.88 
1622.2 	162.21 	945.88 
1622.7 	162.26 	945.88 
1623.2 	162.31 	945.88 
1623.7 	162.36 	945.21 
1624.2 	162.41 	945.88 
1624.7 	162.46 	945.88 
1625.2 	162.51 	945.88 
1625.7 	162.56 	945.88 
1626.2 	162.61 	945.88 
1626.7 	162.66 	945.88 
1627.2 	162.71 	945.88 
1627.7 	162.76 	945.88 
1628.2 	162.81 	945.88 
1628.7 	162.86 	945.88 
1629.2 	162.91 	945.88 
1629.7 	162.96 	945.88 
1630.2 	163.01 	945.88 
1630.7 	163.06 	945.88 
1631.2 	163.11 	945.88 
1631.7 	163.16 	946.56 
1632.2 	163.21 	945.88 
1632.7 	163.26 	945.88 
1633.2 	163.31 	945.88 
1633.7 	163.36 	945.88 
1634.2 	163.41 	945.88 
1634.7 	163.46 	945.88 
1635.2 	163.51 	945.88 
1635.7 	163.56 	945.88 
1636.2 	163.61 	945.88 
1636.7 	163.66 	945.88 
1637.2 	163.71 	945.88 
1637.7 	163.76 	945.88 
1638.2 	163.81 	945.88 
1638.7 	163.86 	945.88 
1639.2 	163.91 	945.88 
1639.7 	163.96 	946.56 
1640.2 	164.01 	945.88 
1640.7 	164.06 	946.56 
1641.2 	164.11 	945.88 
1641.7 	164.16 	946.56 
1642.2 	164.21 	945.88 
1642.7 	164.26 	945.88 
1643.2 	164.31 	945.88 
1643.7 	164.36 	945.88 
1644.2 	164.41 	945.88 
1644.7 	164.46 	945.88 
1645.2 	164.51 	945.88 
1645.7 	164.56 	945.88 
1646.2 	164.61 	945.88 
1646.7 	164.66 	945.88 
1647.2 	164.71 	945.88 
1647.7 	164.76 	945.21 
1648.2 	164.81 	945.21 
1648.7 	164.86 	945.21 
1649.2 	164.91 	945.21 
1649.7 	164.96 	945.21 
1650.2 	165.01 	945.21 
1650.7 	165.06 	945.21 
1651.2 	165.11 	945.21 
1651.7 	165.16 	945.21 
1652.2 	165.21 	945.21 
1652.7 	165.26 	945.21 
1653.2 	165.31 	945.21 
1653.7 	165.36 	945.21 
1654.2 	165.41 	945.21 
1654.7 	165.46 	944.53 
1655.2 	165.51 	945.21 
1655.7 	165.56 	945.21 
1656.2 	165.61 	945.21 
1656.7 	165.66 	944.53 
1657.2 	165.71 	944.53 
1657.7 	165.76 	944.53 
1658.2 	165.81 	944.53 
1658.7 	165.86 	944.53 
1659.2 	165.91 	944.53 
1659.7 	165.96 	944.53 
1660.2 	166.01 	944.53 
1660.7 	166.06 	944.53 
1661.2 	166.11 	944.53 
1661.7 	166.16 	944.53 
1662.2 	166.21 	944.53 
1662.7 	166.26 	944.53 
1663.2 	166.31 	944.53 
1663.7 	166.36 	944.53 
1664.2 	166.41 	944.53 
1664.7 	166.46 	944.53 
1665.2 	166.51 	944.53 
1665.7 	166.56 	944.53 
1666.2 	166.61 	944.53 
1666.7 	166.66 	944.53 
1667.2 	166.71 	945.21 
1667.7 	166.76 	944.53 
1668.2 	166.81 	944.53 
1668.7 	166.86 	944.53 
1669.2 	166.91 	945.21 
1669.7 	166.96 	945.21 
1670.2 	167.01 	945.21 
1670.7 	167.06 	945.21 
1671.2 	167.11 	945.21 
1671.7 	167.16 	945.21 
1672.2 	167.21 	945.21 
1672.7 	167.26 	945.21 
1673.2 	167.31 	945.21 
1673.7 	167.36 	945.21 
1674.2 	167.41 	945.21 
1674.7 	167.46 	945.21 
1675.2 	167.51 	945.21 
1675.7 	167.56 	945.21 
1676.2 	167.61 	945.21 
1676.7 	167.66 	945.21 
1677.2 	167.71 	945.21 
1677.7 	167.76 	945.21 
1678.2 	167.81 	945.21 
1678.7 	167.86 	945.21 
1679.2 	167.91 	945.21 
1679.7 	167.96 	945.21 
1680.2 	168.01 	945.21 
1680.7 	168.06 	945.21 
1681.2 	168.11 	945.21 
1681.7 	168.16 	945.21 
1682.2 	168.21 	944.53 
1682.7 	168.26 	945.21 
1683.2 	168.31 	945.21 
1683.7 	168.36 	944.53 
1684.2 	168.41 	944.53 
1684.7 	168.46 	944.53 
1685.2 	168.51 	944.53 
1685.7 	168.56 	945.21 
1686.2 	168.61 	944.53 
1686.7 	168.66 	944.53 
1687.2 	168.71 	944.53 
1687.7 	168.76 	944.53 
1688.2 	168.81 	944.53 
1688.7 	168.86 	944.53 
1689.2 	168.91 	944.53 
1689.7 	168.96 	944.53 
1690.2 	169.01 	943.85 
1690.7 	169.06 	943.85 
1691.2 	169.11 	944.53 
1691.7 	169.16 	943.85 
1692.2 	169.21 	943.85 
1692.7 	169.26 	943.85 
1693.2 	169.31 	943.85 
1693.7 	169.36 	943.85 
1694.2 	169.41 	943.85 
1694.7 	169.46 	943.85 
1695.2 	169.51 	943.85 
1695.7 	169.56 	943.85 
1696.2 	169.61 	943.85 
1696.7 	169.66 	943.85 
1697.2 	169.71 	943.85 
1697.7 	169.76 	943.85 
1698.2 	169.81 	943.85 
1698.7 	169.86 	943.85 
1699.2 	169.91 	943.85 
1699.7 	169.96 	944.53 
1700.2 	170.01 	944.53 
1700.7 	170.06 	944.53 
1701.2 	170.11 	944.53 
1701.7 	170.16 	944.53 
1702.2 	170.21 	944.53 
1702.7 	170.26 	944.53 
1703.2 	170.31 	944.53 
1703.7 	170.36 	944.53 
1704.2 	170.41 	944.53 
1704.7 	170.46 	945.21 
1705.2 	170.51 	945.21 
1705.7 	170.56 	945.21 
1706.2 	170.61 	945.21 
1706.7 	170.66 	945.21 
1707.2 	170.71 	945.21 
1707.7 	170.76 	945.21 
1708.2 	170.81 	945.21 
1708.7 	170.86 	945.21 
1709.2 	170.91 	945.88 
1709.7 	170.96 	945.88 
1710.2 	171.01 	945.88 
1710.7 	171.06 	945.88 
1711.2 	171.11 	945.88 
1711.7 	171.16 	945.88 
1712.2 	171.21 	945.88 
1712.7 	171.26 	945.88 
1713.2 	171.31 	945.88 
1713.7 	171.36 	945.88 
1714.2 	171.41 	946.56 
1714.7 	171.46 	945.88 
1715.2 	171.51 	946.56 
1715.7 	171.56 	946.56 
1716.2 	171.61 	946.56 
1716.7 	171.66 	947.23 
1717.2 	171.71 	946.56 
1717.7 	171.76 	946.56 
1718.2 	171.81 	946.56 
1718.7 	171.86 	946.56 
1719.2 	171.91 	946.56 
1719.7 	171.96 	946.56 
1720.2 	172.01 	946.56 
1720.7 	172.06 	946.56 
1721.2 	172.11 	946.56 
1721.7 	172.16 	946.56 
1722.2 	172.21 	946.56 
1722.7 	172.26 	946.56 
1723.2 	172.31 	946.56 
1723.7 	172.36 	946.56 
1724.2 	172.41 	946.56 
1724.7 	172.46 	946.56 
1725.2 	172.51 	946.56 
1725.7 	172.56 	946.56 
1726.2 	172.61 	945.88 
1726.7 	172.66 	946.56 
1727.2 	172.71 	946.56 
1727.7 	172.76 	945.88 
1728.2 	172.81 	946.56 
1728.7 	172.86 	946.56 
1729.2 	172.91 	946.56 
1729.7 	172.96 	946.56 
1730.2 	173.01 	946.56 
1730.7 	173.06 	946.56 
1731.2 	173.11 	946.56 
1731.7 	173.16 	946.56 
1732.2 	173.21 	946.56 
1732.7 	173.26 	946.56 
1733.2 	173.31 	946.56 
1733.7 	173.36 	946.56 
1734.2 	173.41 	946.56 
1734.7 	173.46 	946.56 
1735.2 	173.51 	946.56 
1735.7 	173.56 	946.56 
1736.2 	173.61 	947.23 
1736.7 	173.66 	947.23 
1737.2 	173.71 	946.56 
1737.7 	173.76 	946.56 
1738.2 	173.81 	946.56 
1738.7 	173.86 	946.56 
1739.2 	173.91 	946.56 
1739.7 	173.96 	946.56 
1740.2 	174.01 	946.56 
1740.7 	174.06 	946.56 
1741.2 	174.11 	946.56 
1741.7 	174.16 	946.56 
1742.2 	174.21 	946.56 
1742.7 	174.26 	946.56 
1743.2 	174.31 	946.56 
1743.7 	174.36 	946.56 
1744.2 	174.41 	946.56 
1744.7 	174.46 	946.56 
1745.2 	174.51 	946.56 
1745.7 	174.56 	947.23 
1746.2 	174.61 	946.56 
1746.7 	174.66 	946.56 
1747.2 	174.71 	946.56 
1747.7 	174.76 	946.56 
1748.2 	174.81 	946.56 
1748.7 	174.86 	946.56 
1749.2 	174.91 	946.56 
1749.7 	174.96 	946.56 
1750.2 	175.01 	946.56 
1750.7 	175.06 	946.56 
1751.2 	175.11 	946.56 
1751.7 	175.16 	946.56 
1752.2 	175.21 	946.56 
1752.7 	175.26 	946.56 
1753.2 	175.31 	946.56 
1753.7 	175.36 	946.56 
1754.2 	175.41 	945.88 
1754.7 	175.46 	946.56 
1755.2 	175.51 	945.88 
1755.7 	175.56 	945.88 
1756.2 	175.61 	945.88 
1756.7 	175.66 	945.88 
1757.2 	175.71 	946.56 
1757.7 	175.76 	945.88 
1758.2 	175.81 	946.56 
1758.7 	175.86 	945.88 
1759.2 	175.91 	945.88 
1759.7 	175.96 	945.88 
1760.2 	176.01 	945.88 
1760.7 	176.06 	945.88 
1761.2 	176.11 	946.56 
1761.7 	176.16 	946.56 
1762.2 	176.21 	946.56 
1762.7 	176.26 	946.56 
1763.2 	176.31 	945.88 
1763.7 	176.36 	946.56 
1764.2 	176.41 	946.56 
1764.7 	176.46 	946.56 
1765.2 	176.51 	946.56 
1765.7 	176.56 	946.56 
1766.2 	176.61 	946.56 
1766.7 	176.66 	946.56 
1767.2 	176.71 	946.56 
1767.7 	176.76 	946.56 
1768.2 	176.78 	941.83 
