Tempo(s)	Deformação(mm)	Força(N)
209.00 	20.890 	837.78 
209.50 	20.940 	837.78 
210.00 	20.990 	837.11 
210.50 	21.040 	837.11 
211.00 	21.090 	836.43 
211.50 	21.140 	835.75 
212.00 	21.190 	835.08 
212.50 	21.240 	835.08 
213.00 	21.290 	835.08 
213.50 	21.340 	834.40 
214.00 	21.390 	833.73 
214.50 	21.440 	833.73 
215.00 	21.490 	833.05 
215.50 	21.540 	833.05 
216.00 	21.590 	831.70 
216.50 	21.640 	831.70 
217.00 	21.690 	831.02 
217.50 	21.740 	830.35 
218.00 	21.790 	830.35 
218.50 	21.840 	830.35 
219.00 	21.890 	829.67 
219.50 	21.940 	829.00 
220.00 	21.990 	829.00 
220.50 	22.040 	828.32 
221.00 	22.090 	828.32 
221.50 	22.140 	826.97 
222.00 	22.190 	826.97 
222.50 	22.240 	826.30 
223.00 	22.290 	825.62 
223.50 	22.340 	825.62 
224.00 	22.390 	824.94 
224.50 	22.440 	824.94 
225.00 	22.490 	824.27 
225.50 	22.540 	824.27 
226.00 	22.590 	823.59 
226.50 	22.640 	823.59 
227.00 	22.690 	822.92 
227.50 	22.740 	822.24 
228.00 	22.790 	821.57 
228.50 	22.840 	821.57 
229.00 	22.890 	820.89 
229.50 	22.940 	820.21 
230.00 	22.990 	820.21 
230.50 	23.040 	819.54 
231.00 	23.090 	818.86 
231.50 	23.140 	818.86 
232.00 	23.190 	818.19 
232.50 	23.240 	818.19 
233.00 	23.290 	817.51 
233.50 	23.340 	816.84 
234.00 	23.390 	816.16 
234.50 	23.440 	816.16 
235.00 	23.490 	815.49 
235.50 	23.540 	815.49 
236.00 	23.590 	814.81 
236.50 	23.640 	814.81 
237.00 	23.690 	814.13 
237.50 	23.740 	813.46 
238.00 	23.790 	812.78 
238.50 	23.840 	812.78 
239.00 	23.890 	812.11 
239.50 	23.940 	811.43 
240.00 	23.990 	811.43 
240.50 	24.040 	810.76 
241.00 	24.090 	810.76 
241.50 	24.140 	810.08 
242.00 	24.190 	810.08 
242.50 	24.240 	809.40 
243.00 	24.290 	808.73 
243.50 	24.340 	808.05 
244.00 	24.390 	808.05 
244.50 	24.440 	807.38 
245.00 	24.490 	807.38 
245.50 	24.540 	806.70 
246.00 	24.590 	806.03 
246.50 	24.640 	806.03 
247.00 	24.690 	805.35 
247.50 	24.740 	804.68 
248.00 	24.790 	804.68 
248.50 	24.840 	804.00 
249.00 	24.890 	803.32 
249.50 	24.940 	803.32 
250.00 	24.990 	802.65 
250.50 	25.040 	801.97 
251.00 	25.090 	801.97 
251.50 	25.140 	801.30 
252.00 	25.190 	800.62 
252.50 	25.240 	800.62 
253.00 	25.290 	799.95 
253.50 	25.340 	799.95 
254.00 	25.390 	799.27 
254.50 	25.440 	799.27 
255.00 	25.490 	798.59 
255.50 	25.540 	797.92 
256.00 	25.590 	797.92 
256.50 	25.640 	797.24 
257.00 	25.690 	797.24 
257.50 	25.740 	796.57 
258.00 	25.790 	795.89 
258.50 	25.840 	795.22 
259.00 	25.890 	795.22 
259.50 	25.940 	794.54 
260.00 	25.990 	794.54 
260.50 	26.040 	793.87 
261.00 	26.090 	793.87 
261.50 	26.140 	793.19 
262.00 	26.190 	792.51 
262.50 	26.240 	792.51 
263.00 	26.290 	791.84 
263.50 	26.340 	791.16 
264.00 	26.390 	791.16 
264.50 	26.440 	790.49 
265.00 	26.490 	790.49 
265.50 	26.540 	789.81 
266.00 	26.590 	789.81 
266.50 	26.640 	788.46 
267.00 	26.690 	788.46 
267.50 	26.740 	788.46 
268.00 	26.790 	787.78 
268.50 	26.840 	787.78 
269.00 	26.890 	786.43 
269.50 	26.940 	786.43 
270.00 	26.990 	786.43 
270.50 	27.040 	785.76 
271.00 	27.090 	785.08 
271.50 	27.140 	784.41 
272.00 	27.190 	784.41 
272.50 	27.240 	783.73 
273.00 	27.290 	783.05 
273.50 	27.340 	783.05 
274.00 	27.390 	782.38 
274.50 	27.440 	782.38 
275.00 	27.490 	781.70 
275.50 	27.540 	781.03 
276.00 	27.590 	781.03 
276.50 	27.640 	780.35 
277.00 	27.690 	780.35 
277.50 	27.740 	779.68 
278.00 	27.790 	779.00 
278.50 	27.840 	779.00 
279.00 	27.890 	778.33 
279.50 	27.940 	778.33 
280.00 	27.990 	777.65 
280.50 	28.040 	776.97 
281.00 	28.090 	776.97 
281.50 	28.140 	776.30 
282.00 	28.190 	776.30 
282.50 	28.240 	775.62 
283.00 	28.290 	774.95 
283.50 	28.340 	774.27 
284.00 	28.390 	774.27 
284.50 	28.440 	774.27 
285.00 	28.490 	773.60 
285.50 	28.540 	772.92 
286.00 	28.590 	772.92 
286.50 	28.640 	772.24 
287.00 	28.690 	772.24 
287.50 	28.740 	771.57 
288.00 	28.790 	770.89 
288.50 	28.840 	770.22 
289.00 	28.890 	770.22 
289.50 	28.940 	769.54 
290.00 	28.990 	769.54 
290.50 	29.040 	768.87 
291.00 	29.090 	768.19 
291.50 	29.140 	768.19 
292.00 	29.190 	767.52 
292.50 	29.240 	767.52 
293.00 	29.290 	766.84 
293.50 	29.340 	766.16 
294.00 	29.390 	766.16 
294.50 	29.440 	765.49 
295.00 	29.490 	765.49 
295.50 	29.540 	764.81 
296.00 	29.590 	764.14 
296.50 	29.640 	764.14 
297.00 	29.690 	763.46 
297.50 	29.740 	762.79 
298.00 	29.790 	762.79 
298.50 	29.840 	762.11 
299.00 	29.890 	762.11 
299.50 	29.940 	761.43 
300.00 	29.990 	761.43 
300.50 	30.040 	760.76 
301.00 	30.090 	760.08 
301.50 	30.140 	760.08 
302.00 	30.190 	759.41 
302.50 	30.240 	759.41 
303.00 	30.290 	758.73 
303.50 	30.340 	758.73 
304.00 	30.390 	758.06 
304.50 	30.440 	757.38 
305.00 	30.490 	757.38 
305.50 	30.540 	756.71 
306.00 	30.590 	756.71 
306.50 	30.640 	756.03 
307.00 	30.690 	755.35 
307.50 	30.740 	754.68 
308.00 	30.790 	754.68 
308.50 	30.840 	754.00 
309.00 	30.890 	754.00 
309.50 	30.940 	753.33 
310.00 	30.990 	753.33 
310.50 	31.040 	752.65 
311.00 	31.090 	752.65 
311.50 	31.140 	751.98 
312.00 	31.190 	751.30 
312.50 	31.240 	751.30 
313.00 	31.290 	750.62 
313.50 	31.340 	750.62 
314.00 	31.390 	749.95 
314.50 	31.440 	749.95 
315.00 	31.490 	749.27 
315.50 	31.540 	748.60 
316.00 	31.590 	748.60 
316.50 	31.640 	747.92 
317.00 	31.690 	747.25 
317.50 	31.740 	747.92 
318.00 	31.790 	746.57 
318.50 	31.840 	746.57 
319.00 	31.890 	746.57 
319.50 	31.940 	745.90 
320.00 	31.990 	745.90 
320.50 	32.040 	745.22 
321.00 	32.090 	744.54 
321.50 	32.140 	744.54 
322.00 	32.190 	743.87 
322.50 	32.240 	743.87 
323.00 	32.290 	743.19 
323.50 	32.340 	742.52 
324.00 	32.390 	742.52 
324.50 	32.440 	741.84 
325.00 	32.490 	741.84 
325.50 	32.540 	741.17 
326.00 	32.590 	740.49 
326.50 	32.640 	740.49 
327.00 	32.690 	740.49 
327.50 	32.740 	739.81 
328.00 	32.790 	739.14 
328.50 	32.840 	739.14 
329.00 	32.890 	738.46 
329.50 	32.940 	737.79 
330.00 	32.990 	737.79 
330.50 	33.040 	737.79 
331.00 	33.090 	737.11 
331.50 	33.140 	736.44 
332.00 	33.190 	735.76 
332.50 	33.240 	735.76 
333.00 	33.290 	735.09 
333.50 	33.340 	734.41 
334.00 	33.390 	734.41 
334.50 	33.440 	734.41 
335.00 	33.490 	733.73 
335.50 	33.540 	733.73 
336.00 	33.590 	733.06 
336.50 	33.640 	732.38 
337.00 	33.690 	732.38 
337.50 	33.740 	731.71 
338.00 	33.790 	731.03 
338.50 	33.840 	731.03 
339.00 	33.890 	730.36 
339.50 	33.940 	730.36 
340.00 	33.990 	729.68 
340.50 	34.040 	729.00 
341.00 	34.090 	729.00 
341.50 	34.140 	729.00 
342.00 	34.190 	728.33 
342.50 	34.240 	727.65 
343.00 	34.290 	727.65 
343.50 	34.340 	726.98 
344.00 	34.390 	726.98 
344.50 	34.440 	726.30 
345.00 	34.490 	726.30 
345.50 	34.540 	725.63 
346.00 	34.590 	725.63 
346.50 	34.640 	724.95 
347.00 	34.690 	724.95 
347.50 	34.740 	724.28 
348.00 	34.790 	723.60 
348.50 	34.840 	722.92 
349.00 	34.890 	722.92 
349.50 	34.940 	722.92 
350.00 	34.990 	722.25 
350.50 	35.040 	721.57 
351.00 	35.090 	721.57 
351.50 	35.140 	720.90 
352.00 	35.190 	720.90 
352.50 	35.240 	720.22 
353.00 	35.290 	719.55 
353.50 	35.340 	719.55 
354.00 	35.390 	718.87 
354.50 	35.440 	718.87 
355.00 	35.490 	718.19 
355.50 	35.540 	718.19 
356.00 	35.590 	717.52 
356.50 	35.640 	717.52 
357.00 	35.690 	716.84 
357.50 	35.740 	716.84 
358.00 	35.790 	716.17 
358.50 	35.840 	715.49 
359.00 	35.890 	715.49 
359.50 	35.940 	714.82 
360.00 	35.990 	714.82 
360.50 	36.040 	714.14 
361.00 	36.090 	714.14 
361.50 	36.140 	713.47 
362.00 	36.190 	712.79 
362.50 	36.240 	712.79 
363.00 	36.290 	712.11 
363.50 	36.340 	712.11 
364.00 	36.390 	711.44 
364.50 	36.440 	710.76 
365.00 	36.490 	710.76 
365.50 	36.540 	710.76 
366.00 	36.590 	710.09 
366.50 	36.640 	709.41 
367.00 	36.690 	709.41 
367.50 	36.740 	708.74 
368.00 	36.790 	708.06 
368.50 	36.840 	708.06 
369.00 	36.890 	707.38 
369.50 	36.940 	707.38 
370.00 	36.990 	706.71 
370.50 	37.040 	706.71 
371.00 	37.090 	706.03 
371.50 	37.140 	706.03 
372.00 	37.190 	705.36 
372.50 	37.240 	704.68 
373.00 	37.290 	704.01 
373.50 	37.340 	704.01 
374.00 	37.390 	704.01 
374.50 	37.440 	703.33 
375.00 	37.490 	702.66 
375.50 	37.540 	702.66 
376.00 	37.590 	701.98 
376.50 	37.640 	701.30 
377.00 	37.690 	701.30 
377.50 	37.740 	701.30 
378.00 	37.790 	700.63 
378.50 	37.840 	699.95 
379.00 	37.890 	699.95 
379.50 	37.940 	699.28 
380.00 	37.990 	698.60 
380.50 	38.040 	698.60 
381.00 	38.090 	698.60 
381.50 	38.140 	697.93 
382.00 	38.190 	697.25 
382.50 	38.240 	696.57 
383.00 	38.290 	696.57 
383.50 	38.340 	696.57 
384.00 	38.390 	695.90 
384.50 	38.440 	695.22 
385.00 	38.490 	695.22 
385.50 	38.540 	694.55 
386.00 	38.590 	693.87 
386.50 	38.640 	693.87 
387.00 	38.690 	693.20 
387.50 	38.740 	693.20 
388.00 	38.790 	692.52 
388.50 	38.840 	691.84 
389.00 	38.890 	691.17 
389.50 	38.940 	691.17 
390.00 	38.990 	691.17 
390.50 	39.040 	690.49 
391.00 	39.090 	690.49 
391.50 	39.140 	689.82 
392.00 	39.190 	689.14 
392.50 	39.240 	689.14 
393.00 	39.290 	688.47 
393.50 	39.340 	687.79 
394.00 	39.390 	687.79 
394.50 	39.440 	687.12 
395.00 	39.490 	687.12 
395.50 	39.540 	686.44 
396.00 	39.590 	685.76 
396.50 	39.640 	685.76 
397.00 	39.690 	685.09 
397.50 	39.740 	685.09 
398.00 	39.790 	684.41 
398.50 	39.840 	683.74 
399.00 	39.890 	683.74 
399.50 	39.940 	683.06 
400.00 	39.990 	683.06 
400.50 	40.040 	682.39 
401.00 	40.090 	681.71 
401.50 	40.140 	681.71 
402.00 	40.190 	681.03 
402.50 	40.240 	680.36 
403.00 	40.290 	680.36 
403.50 	40.340 	679.68 
404.00 	40.390 	679.01 
404.50 	40.440 	679.01 
405.00 	40.490 	678.33 
405.50 	40.540 	678.33 
406.00 	40.590 	677.66 
406.50 	40.640 	676.98 
407.00 	40.690 	676.31 
407.50 	40.740 	676.31 
408.00 	40.790 	675.63 
408.50 	40.840 	674.95 
409.00 	40.890 	674.95 
409.50 	40.940 	674.28 
410.00 	40.990 	674.28 
410.50 	41.040 	673.60 
411.00 	41.090 	672.93 
411.50 	41.140 	672.93 
412.00 	41.190 	672.25 
412.50 	41.240 	671.58 
413.00 	41.290 	670.90 
413.50 	41.340 	670.90 
414.00 	41.390 	670.22 
414.50 	41.440 	670.22 
415.00 	41.490 	669.55 
415.50 	41.540 	669.55 
416.00 	41.590 	668.20 
416.50 	41.640 	668.20 
417.00 	41.690 	667.52 
417.50 	41.740 	666.85 
418.00 	41.790 	666.85 
418.50 	41.840 	666.17 
419.00 	41.890 	665.50 
419.50 	41.940 	665.50 
420.00 	41.990 	664.82 
420.50 	42.040 	664.14 
421.00 	42.090 	663.47 
421.50 	42.140 	663.47 
422.00 	42.190 	662.12 
422.50 	42.240 	662.12 
423.00 	42.290 	661.44 
423.50 	42.340 	660.77 
424.00 	42.390 	660.77 
424.50 	42.440 	660.09 
425.00 	42.490 	660.09 
425.50 	42.540 	659.41 
426.00 	42.590 	658.74 
426.50 	42.640 	658.06 
427.00 	42.690 	657.39 
427.50 	42.740 	657.39 
428.00 	42.790 	656.71 
428.50 	42.840 	656.04 
429.00 	42.890 	655.36 
429.50 	42.940 	655.36 
430.00 	42.990 	654.69 
430.50 	43.040 	654.01 
431.00 	43.090 	653.33 
431.50 	43.140 	652.66 
432.00 	43.190 	651.98 
432.50 	43.240 	651.98 
433.00 	43.290 	650.63 
433.50 	43.340 	649.96 
434.00 	43.390 	649.96 
434.50 	43.440 	649.28 
435.00 	43.490 	649.28 
435.50 	43.540 	647.93 
436.00 	43.590 	647.93 
436.50 	43.640 	647.25 
437.00 	43.690 	646.58 
437.50 	43.740 	645.90 
438.00 	43.790 	645.23 
438.50 	43.840 	644.55 
439.00 	43.890 	643.88 
439.50 	43.940 	643.20 
440.00 	43.990 	643.20 
440.50 	44.040 	642.52 
441.00 	44.090 	641.85 
441.50 	44.140 	640.50 
442.00 	44.190 	640.50 
442.50 	44.240 	639.15 
443.00 	44.290 	638.47 
443.50 	44.340 	638.47 
444.00 	44.390 	637.79 
444.50 	44.440 	636.44 
445.00 	44.490 	636.44 
445.50 	44.540 	635.77 
446.00 	44.590 	635.09 
446.50 	44.640 	634.42 
447.00 	44.690 	633.07 
447.50 	44.740 	632.39 
448.00 	44.790 	631.71 
448.50 	44.840 	631.71 
449.00 	44.890 	630.36 
449.50 	44.940 	629.69 
450.00 	44.990 	629.01 
450.50 	45.040 	628.34 
451.00 	45.090 	627.66 
451.50 	45.140 	626.98 
452.00 	45.190 	626.31 
452.50 	45.240 	625.63 
453.00 	45.290 	624.28 
453.50 	45.340 	624.28 
454.00 	45.390 	622.93 
454.50 	45.440 	622.26 
455.00 	45.490 	621.58 
455.50 	45.540 	620.90 
456.00 	45.590 	620.23 
456.50 	45.640 	618.88 
457.00 	45.690 	618.20 
457.50 	45.740 	617.53 
458.00 	45.790 	616.17 
458.50 	45.840 	615.50 
459.00 	45.890 	614.82 
459.50 	45.940 	614.15 
460.00 	45.990 	613.47 
460.50 	46.040 	612.12 
461.00 	46.090 	611.45 
461.50 	46.140 	610.77 
462.00 	46.190 	610.09 
462.50 	46.240 	608.74 
463.00 	46.290 	608.07 
463.50 	46.340 	606.72 
464.00 	46.390 	606.04 
464.50 	46.440 	604.69 
465.00 	46.490 	604.01 
465.50 	46.540 	603.34 
466.00 	46.590 	601.99 
466.50 	46.640 	601.31 
467.00 	46.690 	600.63 
467.50 	46.740 	599.28 
468.00 	46.790 	598.61 
468.50 	46.840 	597.26 
469.00 	46.890 	596.58 
469.50 	46.940 	595.91 
470.00 	46.990 	594.55 
470.50 	47.040 	593.88 
471.00 	47.090 	592.53 
471.50 	47.140 	591.18 
472.00 	47.190 	591.18 
472.50 	47.240 	589.82 
473.00 	47.290 	588.47 
473.50 	47.340 	587.80 
474.00 	47.390 	586.45 
474.50 	47.440 	585.77 
475.00 	47.490 	585.10 
475.50 	47.540 	583.74 
476.00 	47.590 	582.39 
476.50 	47.640 	581.72 
477.00 	47.690 	580.37 
477.50 	47.740 	579.01 
478.00 	47.790 	578.34 
478.50 	47.840 	577.66 
479.00 	47.890 	576.31 
479.50 	47.940 	575.64 
480.00 	47.990 	574.29 
480.50 	48.040 	572.93 
481.00 	48.090 	572.26 
481.50 	48.140 	570.91 
482.00 	48.190 	570.23 
482.50 	48.240 	568.88 
483.00 	48.290 	568.20 
483.50 	48.340 	567.53 
484.00 	48.390 	566.18 
484.50 	48.440 	565.50 
485.00 	48.490 	564.15 
485.50 	48.540 	563.48 
486.00 	48.590 	562.12 
486.50 	48.640 	561.45 
487.00 	48.690 	560.77 
487.50 	48.740 	560.10 
488.00 	48.790 	558.75 
488.50 	48.840 	557.39 
489.00 	48.890 	556.72 
489.50 	48.940 	556.04 
490.00 	48.990 	554.69 
490.50 	49.040 	554.02 
491.00 	49.090 	553.34 
491.50 	49.140 	552.67 
492.00 	49.190 	551.99 
492.50 	49.240 	550.64 
493.00 	49.290 	549.96 
493.50 	49.340 	549.29 
494.00 	49.390 	547.94 
494.50 	49.440 	547.94 
495.00 	49.490 	547.26 
495.50 	49.540 	545.91 
496.00 	49.590 	545.91 
496.50 	49.640 	544.56 
497.00 	49.690 	543.88 
497.50 	49.740 	543.21 
498.00 	49.790 	542.53 
498.50 	49.840 	541.86 
499.00 	49.890 	541.18 
499.50 	49.940 	540.50 
500.00 	49.990 	539.83 
500.50 	50.040 	539.15 
501.00 	50.090 	538.48 
501.50 	50.140 	538.48 
502.00 	50.190 	537.80 
502.50 	50.240 	537.13 
503.00 	50.290 	536.45 
503.50 	50.340 	535.77 
504.00 	50.390 	535.10 
504.50 	50.440 	534.42 
505.00 	50.490 	533.75 
505.50 	50.540 	533.75 
506.00 	50.590 	533.07 
506.50 	50.640 	532.40 
507.00 	50.690 	531.72 
507.50 	50.740 	531.72 
508.00 	50.790 	531.05 
508.50 	50.840 	530.37 
509.00 	50.890 	530.37 
509.50 	50.940 	529.69 
510.00 	50.990 	529.02 
510.50 	51.040 	529.02 
511.00 	51.090 	529.02 
511.50 	51.140 	528.34 
512.00 	51.190 	527.67 
512.50 	51.240 	527.67 
513.00 	51.290 	526.99 
513.50 	51.340 	526.32 
514.00 	51.390 	526.32 
514.50 	51.440 	526.32 
515.00 	51.490 	526.32 
515.50 	51.540 	525.64 
516.00 	51.590 	525.64 
516.50 	51.640 	524.96 
517.00 	51.690 	524.96 
517.50 	51.740 	524.96 
518.00 	51.790 	524.29 
518.50 	51.840 	524.29 
519.00 	51.890 	524.29 
519.50 	51.940 	523.61 
520.00 	51.990 	523.61 
520.50 	52.040 	523.61 
521.00 	52.090 	522.94 
521.50 	52.140 	522.94 
522.00 	52.190 	522.26 
522.50 	52.240 	522.94 
523.00 	52.290 	522.26 
523.50 	52.340 	522.26 
524.00 	52.390 	521.59 
524.50 	52.440 	522.26 
525.00 	52.490 	521.59 
525.50 	52.540 	521.59 
526.00 	52.590 	521.59 
526.50 	52.640 	520.91 
527.00 	52.690 	521.59 
527.50 	52.740 	520.91 
528.00 	52.790 	521.59 
528.50 	52.840 	520.91 
529.00 	52.890 	520.91 
529.50 	52.940 	520.91 
530.00 	52.990 	520.91 
530.50 	53.040 	520.91 
531.00 	53.090 	520.91 
531.50 	53.140 	520.91 
532.00 	53.190 	520.91 
532.50 	53.240 	520.91 
533.00 	53.290 	520.23 
533.50 	53.340 	520.91 
534.00 	53.390 	520.23 
534.50 	53.440 	520.23 
535.00 	53.490 	520.23 
535.50 	53.540 	520.23 
536.00 	53.590 	520.23 
536.50 	53.640 	520.23 
537.00 	53.690 	520.23 
537.50 	53.740 	520.23 
538.00 	53.790 	520.23 
538.50 	53.840 	520.23 
539.00 	53.890 	520.91 
539.50 	53.940 	520.23 
540.00 	53.990 	520.23 
540.50 	54.040 	520.91 
541.00 	54.090 	520.91 
541.50 	54.140 	520.91 
542.00 	54.190 	520.91 
542.50 	54.240 	520.91 
543.00 	54.290 	520.91 
543.50 	54.340 	520.91 
544.00 	54.390 	520.91 
544.50 	54.440 	520.91 
545.00 	54.490 	520.91 
545.50 	54.540 	520.91 
546.00 	54.590 	521.59 
546.50 	54.640 	521.59 
547.00 	54.690 	521.59 
547.50 	54.740 	521.59 
548.00 	54.790 	520.91 
548.50 	54.840 	521.59 
549.00 	54.890 	521.59 
549.50 	54.940 	521.59 
550.00 	54.990 	521.59 
550.50 	55.040 	521.59 
551.00 	55.090 	522.26 
551.50 	55.140 	521.59 
552.00 	55.190 	522.26 
552.50 	55.240 	522.26 
553.00 	55.290 	522.94 
553.50 	55.340 	522.26 
554.00 	55.390 	522.26 
554.50 	55.440 	522.26 
555.00 	55.490 	522.94 
555.50 	55.540 	522.94 
556.00 	55.590 	522.94 
556.50 	55.640 	522.94 
557.00 	55.690 	522.94 
557.50 	55.740 	522.94 
558.00 	55.790 	522.94 
558.50 	55.840 	522.94 
559.00 	55.890 	522.94 
559.50 	55.940 	522.94 
560.00 	55.990 	522.94 
560.50 	56.040 	523.61 
561.00 	56.090 	523.61 
561.50 	56.140 	523.61 
562.00 	56.190 	523.61 
562.50 	56.240 	523.61 
563.00 	56.290 	522.94 
563.50 	56.340 	523.61 
564.00 	56.390 	523.61 
564.50 	56.440 	523.61 
565.00 	56.490 	524.29 
565.50 	56.540 	523.61 
566.00 	56.590 	523.61 
566.50 	56.640 	523.61 
567.00 	56.690 	523.61 
567.50 	56.740 	524.29 
568.00 	56.790 	524.29 
568.50 	56.840 	524.29 
569.00 	56.890 	524.29 
569.50 	56.940 	524.29 
570.00 	56.990 	524.29 
570.50 	57.040 	524.96 
571.00 	57.090 	524.29 
571.50 	57.140 	524.29 
572.00 	57.190 	524.96 
572.50 	57.240 	524.96 
573.00 	57.290 	524.96 
573.50 	57.340 	524.96 
574.00 	57.390 	524.96 
574.50 	57.440 	525.64 
575.00 	57.490 	525.64 
575.50 	57.540 	525.64 
576.00 	57.590 	525.64 
576.50 	57.640 	525.64 
577.00 	57.690 	525.64 
577.50 	57.740 	525.64 
578.00 	57.790 	525.64 
578.50 	57.840 	526.32 
579.00 	57.890 	526.32 
579.50 	57.940 	526.32 
580.00 	57.990 	526.32 
580.50 	58.040 	526.32 
581.00 	58.090 	526.99 
581.50 	58.140 	526.99 
582.00 	58.190 	526.32 
582.50 	58.240 	526.99 
583.00 	58.290 	526.99 
583.50 	58.340 	526.99 
584.00 	58.390 	526.99 
584.50 	58.440 	527.67 
585.00 	58.490 	527.67 
585.50 	58.540 	527.67 
586.00 	58.590 	527.67 
586.50 	58.640 	527.67 
587.00 	58.690 	528.34 
587.50 	58.740 	528.34 
588.00 	58.790 	528.34 
588.50 	58.840 	528.34 
589.00 	58.890 	528.34 
589.50 	58.940 	529.02 
590.00 	58.990 	529.02 
590.50 	59.040 	529.02 
591.00 	59.090 	529.02 
591.50 	59.140 	529.02 
592.00 	59.190 	529.02 
592.50 	59.240 	529.02 
593.00 	59.290 	529.69 
593.50 	59.340 	529.69 
594.00 	59.390 	529.69 
594.50 	59.440 	529.69 
595.00 	59.490 	529.69 
595.50 	59.540 	530.37 
596.00 	59.590 	530.37 
596.50 	59.640 	529.69 
597.00 	59.690 	530.37 
597.50 	59.740 	530.37 
598.00 	59.790 	530.37 
598.50 	59.840 	530.37 
599.00 	59.890 	531.05 
599.50 	59.940 	531.05 
600.00 	59.990 	531.05 
600.50 	60.040 	531.05 
601.00 	60.090 	531.05 
601.50 	60.140 	531.05 
602.00 	60.190 	531.05 
602.50 	60.240 	531.05 
603.00 	60.290 	531.72 
603.50 	60.340 	531.05 
604.00 	60.390 	531.72 
604.50 	60.440 	531.72 
605.00 	60.490 	532.40 
605.50 	60.540 	532.40 
606.00 	60.590 	532.40 
606.50 	60.640 	533.07 
607.00 	60.690 	532.40 
607.50 	60.740 	532.40 
608.00 	60.790 	532.40 
608.50 	60.840 	532.40 
609.00 	60.890 	533.07 
609.50 	60.940 	533.07 
610.00 	60.990 	533.75 
610.50 	61.040 	533.07 
611.00 	61.090 	533.07 
611.50 	61.140 	533.75 
612.00 	61.190 	533.75 
612.50 	61.240 	533.75 
613.00 	61.290 	533.75 
613.50 	61.340 	533.75 
614.00 	61.390 	533.75 
614.50 	61.440 	533.75 
615.00 	61.490 	533.75 
615.50 	61.540 	534.42 
616.00 	61.590 	534.42 
616.50 	61.640 	534.42 
617.00 	61.690 	534.42 
617.50 	61.740 	534.42 
618.00 	61.790 	534.42 
618.50 	61.840 	535.10 
619.00 	61.890 	535.10 
619.50 	61.940 	535.10 
620.00 	61.990 	535.10 
620.50 	62.040 	535.10 
621.00 	62.090 	535.10 
621.50 	62.140 	535.77 
622.00 	62.190 	535.77 
622.50 	62.240 	535.77 
623.00 	62.290 	535.77 
623.50 	62.340 	535.77 
624.00 	62.390 	535.77 
624.50 	62.440 	535.77 
625.00 	62.490 	536.45 
625.50 	62.540 	536.45 
626.00 	62.590 	536.45 
626.50 	62.640 	536.45 
627.00 	62.690 	536.45 
627.50 	62.740 	536.45 
628.00 	62.790 	536.45 
628.50 	62.840 	536.45 
629.00 	62.890 	536.45 
629.50 	62.940 	536.45 
630.00 	62.990 	537.13 
630.50 	63.040 	537.13 
631.00 	63.090 	537.13 
631.50 	63.140 	537.13 
632.00 	63.190 	537.80 
632.50 	63.240 	537.13 
633.00 	63.290 	537.80 
633.50 	63.340 	537.80 
634.00 	63.390 	537.80 
634.50 	63.440 	537.80 
635.00 	63.490 	537.80 
635.50 	63.540 	537.80 
636.00 	63.590 	537.80 
636.50 	63.640 	538.48 
637.00 	63.690 	538.48 
637.50 	63.740 	538.48 
638.00 	63.790 	538.48 
638.50 	63.840 	538.48 
639.00 	63.890 	539.15 
639.50 	63.940 	539.15 
640.00 	63.990 	539.15 
640.50 	64.040 	539.15 
641.00 	64.090 	539.83 
641.50 	64.140 	539.15 
642.00 	64.190 	539.83 
642.50 	64.240 	539.83 
643.00 	64.290 	540.50 
643.50 	64.340 	539.83 
644.00 	64.390 	540.50 
644.50 	64.440 	540.50 
645.00 	64.490 	540.50 
645.50 	64.540 	541.18 
646.00 	64.590 	541.18 
646.50 	64.640 	541.18 
647.00 	64.690 	541.18 
647.50 	64.740 	541.18 
648.00 	64.790 	541.86 
648.50 	64.840 	541.86 
649.00 	64.890 	541.86 
649.50 	64.940 	541.86 
650.00 	64.990 	541.86 
650.50 	65.040 	542.53 
651.00 	65.090 	542.53 
651.50 	65.140 	542.53 
652.00 	65.190 	542.53 
652.50 	65.240 	542.53 
653.00 	65.290 	542.53 
653.50 	65.340 	543.21 
654.00 	65.390 	543.21 
654.50 	65.440 	543.21 
655.00 	65.490 	543.21 
655.50 	65.540 	543.88 
656.00 	65.590 	543.88 
656.50 	65.640 	543.88 
657.00 	65.690 	543.88 
657.50 	65.740 	543.88 
658.00 	65.790 	543.88 
658.50 	65.840 	543.88 
659.00 	65.890 	543.88 
659.50 	65.940 	544.56 
660.00 	65.990 	543.88 
660.50 	66.040 	544.56 
661.00 	66.090 	544.56 
661.50 	66.140 	544.56 
662.00 	66.190 	544.56 
662.50 	66.240 	544.56 
663.00 	66.290 	545.23 
663.50 	66.340 	545.23 
664.00 	66.390 	545.23 
664.50 	66.440 	545.23 
665.00 	66.490 	545.23 
665.50 	66.540 	545.23 
666.00 	66.590 	545.91 
666.50 	66.640 	545.23 
667.00 	66.690 	545.23 
667.50 	66.740 	545.91 
668.00 	66.790 	545.91 
668.50 	66.840 	545.91 
669.00 	66.890 	545.91 
669.50 	66.940 	545.91 
670.00 	66.990 	545.91 
670.50 	67.040 	545.91 
671.00 	67.090 	545.91 
671.50 	67.140 	545.91 
672.00 	67.190 	546.58 
672.50 	67.240 	546.58 
673.00 	67.290 	545.91 
673.50 	67.340 	546.58 
674.00 	67.390 	546.58 
