Tempo(s)	Deformação(mm)	Força(N)
1.2667 	0.11688 	16.215 
1.2833 	0.11856 	16.215 
1.3000 	0.12023 	16.215 
1.3167 	0.12191 	16.215 
1.3333 	0.12358 	16.215 
1.3500 	0.12516 	16.215 
1.3667 	0.12693 	16.215 
1.3833 	0.12861 	16.215 
1.4000 	0.13019 	16.891 
1.4167 	0.13186 	16.215 
1.4333 	0.13354 	16.215 
1.4500 	0.13521 	16.891 
1.4667 	0.13689 	16.215 
1.4833 	0.13856 	16.891 
1.5000 	0.14024 	16.891 
1.5167 	0.14191 	16.891 
1.5333 	0.14359 	16.891 
1.5500 	0.14526 	16.891 
1.5667 	0.14694 	16.891 
1.5833 	0.14861 	16.891 
1.6000 	0.15029 	16.891 
1.6167 	0.15187 	16.891 
1.6333 	0.15364 	16.891 
1.6500 	0.15522 	16.891 
1.6667 	0.15690 	16.891 
1.6833 	0.15857 	16.891 
1.7000 	0.16025 	16.891 
1.7167 	0.16183 	16.891 
1.7333 	0.16360 	16.891 
1.7500 	0.16527 	16.891 
1.7667 	0.16685 	16.891 
1.7833 	0.16853 	16.891 
1.8000 	0.17020 	16.891 
1.8167 	0.17188 	16.891 
1.8333 	0.17355 	17.566 
1.8500 	0.17523 	17.566 
1.8667 	0.17690 	17.566 
1.8833 	0.17858 	17.566 
1.9000 	0.18025 	17.566 
1.9167 	0.18193 	17.566 
1.9333 	0.18360 	17.566 
1.9500 	0.18528 	17.566 
1.9667 	0.18686 	18.242 
1.9833 	0.18854 	17.566 
2.0000 	0.19030 	17.566 
2.0167 	0.19189 	18.242 
2.0333 	0.19356 	17.566 
2.0500 	0.19524 	17.566 
2.0667 	0.19691 	17.566 
2.0833 	0.19859 	17.566 
2.1000 	0.20026 	17.566 
2.1167 	0.20194 	18.242 
2.1333 	0.20361 	18.242 
2.1500 	0.20529 	18.242 
2.1667 	0.20687 	18.242 
2.1833 	0.20854 	17.566 
2.2000 	0.21022 	18.242 
2.2167 	0.21189 	18.242 
2.2333 	0.21357 	18.242 
2.2500 	0.21524 	18.242 
2.2667 	0.21692 	18.242 
2.2833 	0.21859 	18.242 
2.3000 	0.22027 	18.242 
2.3333 	0.22353 	18.242 
2.3500 	0.22520 	18.918 
2.3667 	0.22697 	18.918 
2.4000 	0.23032 	18.242 
2.4333 	0.23358 	18.242 
2.4667 	0.23693 	18.242 
2.5000 	0.24028 	18.918 
2.5333 	0.24353 	18.918 
2.5667 	0.24688 	18.918 
2.6000 	0.25023 	18.918 
2.6333 	0.25358 	18.918 
2.6667 	0.25693 	18.918 
2.7000 	0.26019 	18.918 
2.7333 	0.26354 	19.593 
2.7667 	0.26689 	18.918 
2.8000 	0.27015 	19.593 
2.8333 	0.27359 	19.593 
2.8667 	0.27685 	18.918 
2.9000 	0.28020 	19.593 
2.9333 	0.28355 	19.593 
2.9667 	0.28690 	18.918 
3.0000 	0.29025 	19.593 
3.0333 	0.29360 	18.918 
3.0667 	0.29686 	19.593 
3.1000 	0.30021 	18.918 
3.1333 	0.30356 	18.918 
3.1667 	0.30691 	19.593 
3.2000 	0.31016 	18.918 
3.2333 	0.31361 	18.918 
3.2667 	0.31686 	18.918 
3.3000 	0.32021 	18.918 
3.3333 	0.32356 	19.593 
3.3667 	0.32691 	18.918 
3.4000 	0.33026 	19.593 
3.4333 	0.33361 	19.593 
3.4667 	0.33687 	18.918 
3.5000 	0.34022 	19.593 
3.5333 	0.34357 	19.593 
3.5667 	0.34692 	18.918 
3.6000 	0.35027 	19.593 
3.6333 	0.35353 	19.593 
3.6667 	0.35688 	18.918 
3.7000 	0.36023 	19.593 
3.7333 	0.36358 	18.918 
3.7667 	0.36693 	19.593 
3.8000 	0.37028 	19.593 
3.8333 	0.37353 	19.593 
3.8667 	0.37688 	19.593 
3.9000 	0.38023 	18.918 
3.9333 	0.38359 	19.593 
3.9667 	0.38694 	19.593 
4.0000 	0.39029 	19.593 
4.0333 	0.39354 	18.918 
4.0667 	0.39689 	18.918 
4.1000 	0.40024 	19.593 
4.1333 	0.40359 	19.593 
4.1667 	0.40694 	19.593 
4.2000 	0.41020 	18.918 
4.2333 	0.41364 	19.593 
4.2667 	0.41699 	18.918 
4.3000 	0.42025 	19.593 
4.3333 	0.42360 	18.918 
4.3667 	0.42695 	18.918 
4.4000 	0.43021 	18.918 
4.4333 	0.43356 	18.918 
4.4667 	0.43691 	19.593 
4.5167 	0.44184 	19.593 
4.5500 	0.44528 	19.593 
4.6000 	0.45021 	19.593 
4.6500 	0.45524 	19.593 
4.7000 	0.46026 	19.593 
4.7500 	0.46520 	18.918 
4.8000 	0.47022 	19.593 
4.8500 	0.47525 	19.593 
4.9000 	0.48027 	19.593 
4.9500 	0.48520 	18.918 
5.0000 	0.49023 	19.593 
5.0500 	0.49525 	19.593 
5.1000 	0.50028 	19.593 
5.1500 	0.50521 	19.593 
5.2000 	0.51024 	19.593 
5.2500 	0.51526 	19.593 
5.3000 	0.52029 	19.593 
5.3500 	0.52522 	20.269 
5.4000 	0.53024 	19.593 
5.4500 	0.53518 	19.593 
5.5000 	0.54020 	20.269 
5.5500 	0.54523 	20.269 
5.6000 	0.55016 	20.269 
5.6500 	0.55518 	20.269 
5.7000 	0.56021 	20.269 
5.7500 	0.56523 	20.945 
5.8000 	0.57026 	20.945 
5.8500 	0.57519 	20.945 
5.9000 	0.58022 	20.945 
5.9500 	0.58524 	20.945 
6.0000 	0.59017 	21.620 
6.0500 	0.59520 	21.620 
6.1000 	0.60032 	21.620 
6.1500 	0.60525 	21.620 
6.2000 	0.61027 	22.296 
6.2500 	0.61530 	21.620 
6.3000 	0.62023 	21.620 
6.3500 	0.62526 	21.620 
6.4000 	0.63028 	21.620 
6.4500 	0.63521 	21.620 
6.5000 	0.64024 	21.620 
6.5500 	0.64526 	21.620 
6.6167 	0.65187 	21.620 
6.6667 	0.65690 	22.296 
6.7333 	0.66360 	21.620 
6.8000 	0.67030 	21.620 
6.8667 	0.67690 	21.620 
6.9333 	0.68351 	21.620 
7.0000 	0.69021 	22.296 
7.0667 	0.69691 	21.620 
7.1333 	0.70352 	21.620 
7.2000 	0.71022 	21.620 
7.2667 	0.71692 	21.620 
7.3333 	0.72353 	22.296 
7.4000 	0.73023 	21.620 
7.4667 	0.73693 	22.296 
7.5333 	0.74353 	22.296 
7.6000 	0.75023 	22.296 
7.6667 	0.75693 	21.620 
7.7333 	0.76354 	22.296 
7.8000 	0.77024 	22.296 
7.8667 	0.77685 	21.620 
7.9333 	0.78355 	22.296 
8.0000 	0.79025 	22.296 
8.0667 	0.79695 	22.296 
8.1333 	0.80356 	21.620 
8.2000 	0.81026 	21.620 
8.2667 	0.81686 	21.620 
8.3333 	0.82356 	22.296 
8.4000 	0.83026 	22.296 
8.4667 	0.83687 	22.296 
8.5333 	0.84357 	22.296 
8.6000 	0.85027 	21.620 
8.6667 	0.85688 	21.620 
8.7333 	0.86358 	22.296 
8.8167 	0.87186 	22.296 
8.9000 	0.88024 	22.296 
8.9833 	0.88861 	22.296 
9.0667 	0.89689 	22.296 
9.1500 	0.90518 	22.296 
9.2333 	0.91355 	22.296 
9.3167 	0.92183 	22.296 
9.4000 	0.93021 	22.296 
9.4833 	0.93858 	22.296 
9.5667 	0.94687 	22.296 
9.6500 	0.95524 	22.971 
9.7333 	0.96352 	22.296 
9.8167 	0.97199 	22.971 
9.9000 	0.98027 	22.971 
9.9833 	0.98856 	22.971 
10.067 	0.99693 	22.971 
10.150 	1.0052 	23.647 
10.233 	1.0135 	22.971 
10.317 	1.0219 	23.647 
10.400 	1.0302 	23.647 
10.483 	1.0385 	23.647 
10.567 	1.0469 	23.647 
10.650 	1.0552 	24.323 
10.733 	1.0636 	24.998 
10.817 	1.0718 	24.998 
10.900 	1.0802 	24.998 
10.983 	1.0886 	24.998 
11.083 	1.0985 	25.674 
11.183 	1.1085 	25.674 
11.283 	1.1186 	26.350 
11.383 	1.1286 	26.350 
11.483 	1.1386 	26.350 
11.583 	1.1485 	27.025 
11.683 	1.1586 	27.025 
11.783 	1.1685 	27.701 
11.883 	1.1786 	28.376 
11.983 	1.1885 	29.052 
12.083 	1.1986 	29.728 
12.183 	1.2085 	30.403 
12.283 	1.2186 	30.403 
12.383 	1.2286 	31.079 
12.483 	1.2386 	31.755 
12.583 	1.2486 	32.430 
12.683 	1.2585 	33.106 
12.783 	1.2686 	33.106 
12.883 	1.2785 	33.781 
12.983 	1.2886 	35.133 
13.100 	1.3002 	35.808 
13.217 	1.3119 	37.160 
13.333 	1.3236 	37.835 
13.450 	1.3352 	37.835 
13.567 	1.3469 	39.187 
13.683 	1.3586 	39.862 
13.800 	1.3702 	40.538 
13.917 	1.3819 	41.889 
14.033 	1.3935 	42.565 
14.150 	1.4053 	43.240 
14.267 	1.4169 	43.916 
14.383 	1.4285 	44.592 
14.500 	1.4403 	45.267 
14.617 	1.4519 	45.943 
14.733 	1.4635 	47.294 
14.850 	1.4752 	47.970 
14.967 	1.4869 	48.645 
15.083 	1.4986 	49.321 
15.200 	1.5102 	50.672 
15.333 	1.5235 	51.348 
15.467 	1.5369 	52.699 
15.600 	1.5503 	53.375 
15.733 	1.5636 	54.726 
15.867 	1.5769 	55.402 
16.000 	1.5903 	56.753 
16.133 	1.6036 	58.104 
16.267 	1.6169 	58.780 
16.400 	1.6302 	60.131 
16.533 	1.6436 	60.807 
16.667 	1.6569 	62.158 
16.800 	1.6702 	62.834 
16.933 	1.6836 	64.185 
17.067 	1.6968 	64.860 
17.200 	1.7102 	66.212 
17.333 	1.7236 	67.563 
17.483 	1.7385 	68.239 
17.633 	1.7536 	69.590 
17.783 	1.7686 	70.941 
17.933 	1.7835 	72.968 
18.083 	1.7985 	73.644 
18.233 	1.8136 	75.671 
18.383 	1.8286 	77.022 
18.533 	1.8436 	78.373 
18.683 	1.8586 	79.049 
18.833 	1.8735 	81.076 
18.983 	1.8886 	82.427 
19.133 	1.9036 	83.102 
19.283 	1.9186 	85.129 
19.433 	1.9336 	86.481 
19.600 	1.9502 	87.832 
19.767 	1.9669 	89.859 
19.933 	1.9835 	91.210 
20.100 	2.0002 	93.237 
20.267 	2.0169 	94.588 
20.433 	2.0335 	96.615 
20.600 	2.0503 	98.642 
20.767 	2.0669 	100.67 
20.933 	2.0836 	102.02 
21.100 	2.1002 	104.05 
21.267 	2.1169 	105.40 
21.433 	2.1335 	107.43 
21.600 	2.1503 	109.45 
21.783 	2.1685 	111.48 
21.967 	2.1869 	113.51 
22.150 	2.2052 	116.21 
22.333 	2.2235 	117.56 
22.517 	2.2420 	120.26 
22.700 	2.2602 	122.29 
22.883 	2.2786 	124.32 
23.067 	2.2969 	126.34 
23.250 	2.3152 	128.37 
23.433 	2.3336 	131.07 
23.617 	2.3519 	132.42 
23.817 	2.3719 	134.45 
23.983 	2.3886 	137.15 
24.183 	2.4085 	139.18 
24.383 	2.4286 	141.88 
24.583 	2.4485 	143.91 
24.783 	2.4685 	146.61 
24.983 	2.4886 	149.31 
25.183 	2.5086 	151.34 
25.367 	2.5269 	154.04 
25.567 	2.5469 	156.07 
25.750 	2.5652 	158.77 
25.933 	2.5836 	161.48 
26.150 	2.6053 	163.50 
26.300 	2.6202 	166.20 
26.517 	2.6418 	168.23 
26.683 	2.6586 	170.93 
26.900 	2.6803 	173.64 
27.100 	2.7002 	176.34 
27.317 	2.7219 	179.04 
27.517 	2.7419 	181.74 
27.717 	2.7619 	184.45 
27.917 	2.7819 	187.15 
28.117 	2.8019 	189.85 
28.317 	2.8219 	192.55 
28.533 	2.8436 	195.26 
28.733 	2.8636 	197.96 
28.917 	2.8819 	200.66 
29.100 	2.9002 	203.36 
29.317 	2.9218 	206.74 
29.533 	2.9435 	209.45 
29.733 	2.9635 	212.15 
29.933 	2.9835 	214.85 
30.100 	3.0002 	217.55 
30.300 	3.0203 	220.26 
30.517 	3.0419 	222.96 
30.683 	3.0585 	225.66 
30.850 	3.0752 	228.36 
31.067 	3.0969 	231.07 
31.250 	3.1152 	233.77 
31.417 	3.1320 	236.47 
31.600 	3.1502 	239.17 
31.800 	3.1702 	241.88 
31.983 	3.1885 	244.58 
32.167 	3.2070 	247.28 
32.350 	3.2253 	249.98 
32.533 	3.2435 	252.69 
32.717 	3.2619 	255.39 
32.900 	3.2802 	258.09 
33.067 	3.2969 	260.79 
33.250 	3.3152 	263.50 
33.450 	3.3352 	266.20 
33.617 	3.3519 	268.90 
33.800 	3.3702 	271.60 
33.967 	3.3868 	274.31 
34.133 	3.4036 	277.01 
34.317 	3.4219 	279.71 
34.500 	3.4403 	282.41 
34.683 	3.4586 	285.12 
34.850 	3.4752 	287.82 
35.017 	3.4919 	290.52 
35.217 	3.5118 	293.22 
35.400 	3.5302 	295.93 
35.567 	3.5469 	298.63 
35.717 	3.5619 	301.33 
35.917 	3.5820 	304.03 
36.083 	3.5986 	306.74 
36.267 	3.6169 	309.44 
36.417 	3.6319 	312.14 
36.617 	3.6519 	314.84 
36.800 	3.6702 	317.55 
36.967 	3.6869 	320.25 
37.150 	3.7052 	322.95 
37.300 	3.7203 	325.65 
37.517 	3.7419 	328.36 
37.683 	3.7585 	331.06 
37.867 	3.7769 	333.76 
38.033 	3.7936 	336.46 
38.233 	3.8136 	339.17 
38.400 	3.8303 	341.87 
38.567 	3.8468 	344.57 
38.750 	3.8653 	347.27 
38.917 	3.8819 	349.98 
39.083 	3.8986 	352.68 
39.267 	3.9169 	355.38 
39.433 	3.9336 	358.08 
39.617 	3.9519 	360.79 
39.800 	3.9702 	363.49 
39.950 	3.9852 	366.19 
40.117 	4.0019 	368.89 
40.317 	4.0219 	371.60 
40.467 	4.0369 	374.30 
40.683 	4.0585 	377.00 
40.850 	4.0752 	379.70 
41.017 	4.0919 	382.41 
41.183 	4.1086 	385.11 
41.383 	4.1286 	387.81 
41.550 	4.1453 	390.51 
41.733 	4.1635 	393.22 
41.917 	4.1819 	395.92 
42.067 	4.1969 	398.62 
42.267 	4.2169 	401.32 
42.450 	4.2353 	404.03 
42.633 	4.2536 	406.73 
42.817 	4.2718 	409.43 
43.017 	4.2919 	412.13 
43.150 	4.3052 	414.84 
43.350 	4.3252 	417.54 
43.533 	4.3436 	420.24 
43.717 	4.3619 	422.94 
43.900 	4.3802 	425.65 
44.100 	4.4002 	428.35 
44.283 	4.4186 	431.05 
44.450 	4.4352 	433.75 
44.633 	4.4536 	436.46 
44.833 	4.4736 	439.16 
45.017 	4.4919 	441.86 
45.183 	4.5086 	444.56 
45.400 	4.5302 	447.27 
45.600 	4.5502 	449.97 
45.783 	4.5686 	452.67 
45.950 	4.5852 	455.37 
46.133 	4.6036 	458.08 
46.333 	4.6236 	460.78 
46.550 	4.6453 	463.48 
46.733 	4.6636 	466.18 
46.933 	4.6835 	468.89 
47.133 	4.7036 	471.59 
47.317 	4.7219 	474.29 
47.533 	4.7436 	476.99 
47.733 	4.7635 	479.70 
47.933 	4.7836 	482.40 
48.117 	4.8019 	485.10 
48.317 	4.8219 	487.80 
48.517 	4.8419 	490.51 
48.717 	4.8619 	493.21 
48.933 	4.8836 	495.91 
49.150 	4.9053 	498.61 
49.333 	4.9235 	501.32 
49.550 	4.9452 	504.02 
49.767 	4.9669 	506.72 
49.983 	4.9886 	509.42 
50.200 	5.0102 	512.13 
50.400 	5.0303 	514.83 
50.583 	5.0486 	517.53 
50.817 	5.0719 	520.23 
51.150 	5.1053 	524.29 
51.467 	5.1369 	528.34 
51.817 	5.1719 	532.40 
52.133 	5.2035 	536.45 
52.467 	5.2369 	540.50 
52.817 	5.2719 	544.56 
53.167 	5.3069 	548.61 
53.517 	5.3419 	552.67 
53.833 	5.3735 	556.72 
54.200 	5.4102 	560.77 
54.550 	5.4452 	564.83 
54.933 	5.4835 	568.88 
55.283 	5.5185 	572.93 
55.650 	5.5553 	576.99 
56.017 	5.5919 	581.04 
56.417 	5.6319 	585.10 
56.800 	5.6702 	589.15 
57.183 	5.7085 	593.20 
57.550 	5.7452 	597.26 
57.950 	5.7852 	601.31 
58.367 	5.8269 	605.36 
58.767 	5.8669 	609.42 
59.167 	5.9069 	613.47 
59.533 	5.9436 	617.53 
59.967 	5.9869 	621.58 
60.383 	6.0286 	625.63 
60.833 	6.0736 	629.69 
61.300 	6.1202 	633.74 
61.733 	6.1635 	637.79 
62.217 	6.2119 	641.85 
62.650 	6.2553 	645.90 
63.150 	6.3052 	649.96 
63.633 	6.3535 	654.01 
64.117 	6.4019 	658.06 
64.567 	6.4469 	662.12 
65.067 	6.4969 	666.17 
65.550 	6.5452 	670.22 
66.050 	6.5952 	673.60 
66.533 	6.6435 	677.66 
67.033 	6.6936 	681.71 
67.533 	6.7436 	685.09 
68.033 	6.7935 	688.47 
68.500 	6.8402 	692.52 
69.000 	6.8903 	695.90 
69.500 	6.9403 	699.28 
70.000 	6.9902 	703.33 
70.500 	7.0402 	706.71 
71.000 	7.0903 	710.09 
71.500 	7.1402 	713.47 
72.000 	7.1902 	716.84 
72.500 	7.2402 	719.55 
73.000 	7.2902 	722.92 
73.500 	7.3402 	726.30 
74.000 	7.3902 	729.68 
74.500 	7.4402 	733.06 
75.000 	7.4902 	735.76 
75.500 	7.5402 	738.46 
76.000 	7.5902 	741.17 
76.500 	7.6402 	744.54 
77.000 	7.6902 	747.25 
77.500 	7.7402 	749.95 
78.000 	7.7903 	752.65 
78.500 	7.8402 	754.68 
79.000 	7.8902 	757.38 
79.500 	7.9403 	760.76 
80.000 	7.9902 	763.46 
80.500 	8.0402 	765.49 
81.000 	8.0903 	768.19 
81.500 	8.1402 	770.89 
82.000 	8.1902 	772.92 
82.500 	8.2403 	774.95 
83.000 	8.2903 	777.65 
83.500 	8.3402 	779.68 
84.000 	8.3902 	782.38 
84.500 	8.4403 	784.41 
85.000 	8.4902 	786.43 
85.500 	8.5402 	788.46 
86.000 	8.5903 	790.49 
86.500 	8.6402 	792.51 
87.000 	8.6902 	795.22 
87.500 	8.7402 	796.57 
88.000 	8.7903 	798.59 
88.500 	8.8402 	800.62 
89.000 	8.8902 	802.65 
89.500 	8.9402 	804.68 
90.000 	8.9902 	806.70 
90.500 	9.0402 	808.73 
91.000 	9.0902 	810.08 
91.500 	9.1402 	811.43 
92.000 	9.1902 	813.46 
92.500 	9.2402 	814.81 
93.000 	9.2902 	816.84 
93.500 	9.3402 	818.19 
94.000 	9.3902 	820.21 
94.500 	9.4403 	821.57 
95.000 	9.4902 	822.92 
95.500 	9.5402 	824.27 
96.000 	9.5902 	826.30 
96.500 	9.6403 	827.65 
97.000 	9.6902 	829.00 
97.500 	9.7402 	830.35 
98.000 	9.7903 	831.02 
98.500 	9.8402 	833.05 
99.000 	9.8902 	834.40 
99.500 	9.9403 	835.75 
100.00 	9.9902 	837.11 
100.50 	10.040 	837.78 
101.00 	10.090 	839.13 
101.50 	10.140 	840.48 
102.00 	10.190 	841.83 
102.50 	10.240 	842.51 
103.00 	10.290 	843.86 
103.50 	10.340 	844.54 
104.00 	10.390 	845.89 
104.50 	10.440 	847.24 
105.00 	10.490 	847.92 
105.50 	10.540 	849.27 
106.00 	10.590 	850.62 
106.50 	10.640 	851.29 
107.00 	10.690 	851.97 
107.50 	10.740 	853.32 
108.00 	10.790 	854.00 
108.50 	10.840 	854.67 
109.00 	10.890 	855.35 
109.50 	10.940 	856.70 
110.00 	10.990 	857.37 
110.50 	11.040 	858.05 
111.00 	11.090 	858.73 
111.50 	11.140 	859.40 
112.00 	11.190 	860.08 
112.50 	11.240 	860.75 
113.00 	11.290 	861.43 
113.50 	11.340 	862.78 
114.00 	11.390 	863.45 
114.50 	11.440 	863.45 
115.00 	11.490 	864.81 
115.50 	11.540 	864.81 
116.00 	11.590 	865.48 
116.50 	11.640 	866.16 
117.00 	11.690 	866.83 
117.50 	11.740 	867.51 
118.00 	11.790 	867.51 
118.50 	11.840 	868.18 
119.00 	11.890 	868.86 
119.50 	11.940 	868.86 
120.00 	11.990 	869.54 
120.50 	12.040 	870.21 
121.00 	12.090 	870.89 
121.50 	12.140 	870.89 
122.00 	12.190 	871.56 
122.50 	12.240 	871.56 
123.00 	12.290 	872.24 
123.50 	12.340 	872.24 
124.00 	12.390 	872.91 
124.50 	12.440 	873.59 
125.00 	12.490 	873.59 
125.50 	12.540 	873.59 
126.00 	12.590 	874.27 
126.50 	12.640 	874.27 
127.00 	12.690 	874.94 
127.50 	12.740 	874.94 
128.00 	12.790 	874.94 
128.50 	12.840 	875.62 
129.00 	12.890 	875.62 
129.50 	12.940 	876.29 
130.00 	12.990 	876.29 
130.50 	13.040 	876.97 
131.00 	13.090 	876.29 
131.50 	13.140 	876.29 
132.00 	13.190 	876.97 
132.50 	13.240 	877.64 
133.00 	13.290 	876.97 
133.50 	13.340 	877.64 
134.00 	13.390 	877.64 
134.50 	13.440 	877.64 
135.00 	13.490 	877.64 
135.50 	13.540 	878.32 
136.00 	13.590 	877.64 
136.50 	13.640 	877.64 
137.00 	13.690 	877.64 
137.50 	13.740 	877.64 
138.00 	13.790 	877.64 
138.50 	13.840 	878.32 
139.00 	13.890 	877.64 
139.50 	13.940 	878.32 
140.00 	13.990 	878.32 
140.50 	14.040 	878.32 
141.00 	14.090 	878.32 
141.50 	14.140 	878.32 
142.00 	14.190 	878.32 
142.50 	14.240 	878.32 
143.00 	14.290 	878.32 
143.50 	14.340 	878.32 
144.00 	14.390 	878.32 
144.50 	14.440 	877.64 
145.00 	14.490 	878.32 
145.50 	14.540 	878.32 
146.00 	14.590 	877.64 
146.50 	14.640 	878.32 
147.00 	14.690 	878.32 
147.50 	14.740 	877.64 
148.00 	14.790 	877.64 
148.50 	14.840 	877.64 
149.00 	14.890 	877.64 
149.50 	14.940 	876.97 
150.00 	14.990 	876.97 
150.50 	15.040 	876.97 
151.00 	15.090 	876.97 
151.50 	15.140 	876.29 
152.00 	15.190 	876.97 
152.50 	15.240 	876.29 
153.00 	15.290 	876.29 
153.50 	15.340 	876.29 
154.00 	15.390 	876.29 
154.50 	15.440 	875.62 
155.00 	15.490 	875.62 
155.50 	15.540 	875.62 
156.00 	15.590 	874.94 
156.50 	15.640 	874.94 
157.00 	15.690 	874.94 
157.50 	15.740 	874.27 
158.00 	15.790 	874.27 
158.50 	15.840 	874.27 
159.00 	15.890 	874.27 
159.50 	15.940 	873.59 
160.00 	15.990 	873.59 
160.50 	16.040 	873.59 
161.00 	16.090 	872.91 
161.50 	16.140 	872.91 
162.00 	16.190 	872.91 
162.50 	16.240 	872.24 
163.00 	16.290 	872.24 
163.50 	16.340 	871.56 
164.00 	16.390 	871.56 
164.50 	16.440 	871.56 
165.00 	16.490 	870.89 
165.50 	16.540 	870.89 
166.00 	16.590 	870.21 
166.50 	16.640 	870.21 
167.00 	16.690 	870.21 
167.50 	16.740 	869.54 
168.00 	16.790 	868.86 
168.50 	16.840 	868.86 
169.00 	16.890 	868.18 
169.50 	16.940 	868.18 
170.00 	16.990 	867.51 
170.50 	17.040 	867.51 
171.00 	17.090 	866.83 
171.50 	17.140 	866.83 
172.00 	17.190 	866.16 
172.50 	17.240 	866.16 
173.00 	17.290 	866.16 
173.50 	17.340 	865.48 
174.00 	17.390 	865.48 
174.50 	17.440 	864.81 
175.00 	17.490 	864.81 
175.50 	17.540 	864.13 
176.00 	17.590 	864.13 
176.50 	17.640 	863.45 
177.00 	17.690 	862.78 
177.50 	17.740 	862.78 
178.00 	17.790 	862.78 
178.50 	17.840 	861.43 
179.00 	17.890 	861.43 
179.50 	17.940 	861.43 
180.00 	17.990 	860.75 
180.50 	18.040 	860.75 
181.00 	18.090 	860.08 
181.50 	18.140 	860.08 
182.00 	18.190 	859.40 
182.50 	18.240 	859.40 
183.00 	18.290 	858.73 
183.50 	18.340 	858.73 
184.00 	18.390 	858.05 
184.50 	18.440 	858.05 
185.00 	18.490 	857.37 
185.50 	18.540 	856.70 
186.00 	18.590 	856.70 
186.50 	18.640 	856.02 
187.00 	18.690 	856.02 
187.50 	18.740 	855.35 
188.00 	18.790 	855.35 
188.50 	18.840 	854.67 
189.00 	18.890 	854.00 
189.50 	18.940 	854.00 
190.00 	18.990 	854.00 
190.50 	19.040 	853.32 
191.00 	19.090 	852.64 
191.50 	19.140 	851.97 
192.00 	19.190 	851.97 
192.50 	19.240 	851.29 
193.00 	19.290 	851.29 
193.50 	19.340 	850.62 
194.00 	19.390 	850.62 
194.50 	19.440 	849.94 
195.00 	19.490 	849.27 
195.50 	19.540 	849.27 
196.00 	19.590 	848.59 
196.50 	19.640 	847.92 
197.00 	19.690 	847.92 
197.50 	19.740 	847.24 
198.00 	19.790 	846.56 
198.50 	19.840 	846.56 
199.00 	19.890 	845.89 
199.50 	19.940 	845.89 
200.00 	19.990 	845.21 
200.50 	20.040 	845.21 
201.00 	20.090 	844.54 
201.50 	20.140 	844.54 
202.00 	20.190 	843.86 
202.50 	20.240 	843.19 
203.00 	20.290 	843.19 
203.50 	20.340 	842.51 
204.00 	20.390 	842.51 
204.50 	20.440 	841.83 
205.00 	20.490 	841.16 
205.50 	20.540 	841.16 
206.00 	20.590 	840.48 
206.50 	20.640 	839.81 
207.00 	20.690 	839.81 
207.50 	20.740 	839.13 
208.00 	20.790 	839.13 
208.50 	20.840 	838.46 
